product_id,product_name,피부타입,formula_group,y_total_reviews,y_negative_rate_raw,y_negative_rate_smoothed,high_risk,predict_proba,prediction,is_correct
A000000213409,덱스판테놀17만ppm 장벽크림,트러블성,e7412acf957bf93a0ff31e8b934554d6,32,0.03125,0.04152500624171611,0,0.55229100498041,1,0
A000000214168,키엘 울트라 훼이셜 크림,건성,7daa8595eb55c039ee85db7841d53fb7,48,0.0625,0.061166181243665255,0,0.4753503629157786,1,0
A000000214168,키엘 울트라 훼이셜 크림,민감성,7daa8595eb55c039ee85db7841d53fb7,43,0.023255813953488372,0.034274608326495835,0,0.520595356922515,1,0
A000000214168,키엘 울트라 훼이셜 크림,복합성,7daa8595eb55c039ee85db7841d53fb7,53,0.03773584905660377,0.04327808663793476,0,0.5109658051162829,1,0
A000000214168,키엘 울트라 훼이셜 크림,중성,7daa8595eb55c039ee85db7841d53fb7,19,0.0,0.02972564934792917,0,0.5148713948784464,1,0
A000000214168,키엘 울트라 훼이셜 크림,지성,7daa8595eb55c039ee85db7841d53fb7,48,0.20833333333333334,0.1641073577142535,1,0.5151363086267735,1,1
A000000214168,키엘 울트라 훼이셜 크림,트러블성,7daa8595eb55c039ee85db7841d53fb7,31,0.0967741935483871,0.081554908324887,1,0.524902115880681,1,1
A000000216580,셀퓨전씨 포스트 알파 시카 카밍 다운 크림,건성,41dad625d1becd4f3f6bfedd4539245c,31,0.0,0.022731378913122307,0,0.45999792038522985,0,1
A000000216580,셀퓨전씨 포스트 알파 시카 카밍 다운 크림,민감성,41dad625d1becd4f3f6bfedd4539245c,26,0.07692307692307693,0.06868044183846168,0,0.5052239145156943,1,0
A000000216580,셀퓨전씨 포스트 알파 시카 카밍 다운 크림,복합성,41dad625d1becd4f3f6bfedd4539245c,39,0.05128205128205128,0.053547463128292165,0,0.5003522495557129,1,0
A000000216580,셀퓨전씨 포스트 알파 시카 카밍 다운 크림,지성,41dad625d1becd4f3f6bfedd4539245c,14,0.14285714285714285,0.09292059778144816,1,0.5248169320758056,1,1
A000000224243,풀리 그린 토마토 크림,건성,c3439735e19c128fdbc5f81a068c5ed7,31,0.0,0.022731378913122307,0,0.35192336169092187,0,1
A000000224243,풀리 그린 토마토 크림,민감성,c3439735e19c128fdbc5f81a068c5ed7,17,0.0,0.03133244120457399,0,0.3788357073517182,0,1
A000000224243,풀리 그린 토마토 크림,복합성,c3439735e19c128fdbc5f81a068c5ed7,33,0.030303030303030304,0.04074151555791015,0,0.39810413858764365,0,1
A000000224243,풀리 그린 토마토 크림,지성,c3439735e19c128fdbc5f81a068c5ed7,33,0.030303030303030304,0.04074151555791015,0,0.3992096301238075,0,1
A000000224243,풀리 그린 토마토 크림,트러블성,c3439735e19c128fdbc5f81a068c5ed7,12,0.0,0.03622813514278868,0,0.40394834597286133,0,1
A000000224727,메이크프렘 인테카 수딩크림,건성,e974e261d6fafafcd56798cc97f38912,57,0.0,0.015055848371029062,0,0.4385287135134813,0,1
A000000224727,메이크프렘 인테카 수딩크림,민감성,e974e261d6fafafcd56798cc97f38912,48,0.0,0.01704853418484173,0,0.44791459911682485,0,1
A000000224727,메이크프렘 인테카 수딩크림,복합성,e974e261d6fafafcd56798cc97f38912,56,0.0,0.015253951639068918,0,0.45923147025475347,0,1
A000000224727,메이크프렘 인테카 수딩크림,약건성,e974e261d6fafafcd56798cc97f38912,43,0.046511627906976744,0.05014762419951171,0,0.42734761979276387,0,1
A000000224727,메이크프렘 인테카 수딩크림,중성,e974e261d6fafafcd56798cc97f38912,54,0.0,0.015666220602286996,0,0.46301386888787216,0,1
A000000224727,메이크프렘 인테카 수딩크림,지성,e974e261d6fafafcd56798cc97f38912,59,0.0,0.01467468765277516,0,0.46375072299983217,0,1
A000000224727,메이크프렘 인테카 수딩크림,트러블성,e974e261d6fafafcd56798cc97f38912,56,0.0,0.015253951639068918,0,0.46808443922299303,0,1
A000000224880,브이앤에이뷰티 안티옥시던트 시너지 크림,건성,7159fdd65adde4e55eae08ad2631e999,11,0.0,0.037396784663523794,0,0.29915675437189637,0,1
A000000224880,브이앤에이뷰티 안티옥시던트 시너지 크림,복합성,7159fdd65adde4e55eae08ad2631e999,17,0.058823529411764705,0.05835946823160102,0,0.31857199640030115,0,1
A000000225180,코스알엑스 어드벤스드 스네일 92 올인원 크림,건성,7acfd03d65fb72dfd2204e9ebc823329,53,0.03773584905660377,0.04327808663793476,0,0.4788997362891477,1,0
A000000225180,코스알엑스 어드벤스드 스네일 92 올인원 크림,민감성,7acfd03d65fb72dfd2204e9ebc823329,48,0.0,0.01704853418484173,0,0.5065754451544309,1,0
A000000225180,코스알엑스 어드벤스드 스네일 92 올인원 크림,복합성,7acfd03d65fb72dfd2204e9ebc823329,59,0.01694915254237288,0.027332915500876426,0,0.5229187525613475,1,0
A000000225180,코스알엑스 어드벤스드 스네일 92 올인원 크림,중성,7acfd03d65fb72dfd2204e9ebc823329,15,0.0,0.033122866416263934,0,0.5198277913536272,1,0
A000000225180,코스알엑스 어드벤스드 스네일 92 올인원 크림,지성,7acfd03d65fb72dfd2204e9ebc823329,50,0.02,0.030847147493846254,0,0.5300583206377812,1,0
A000000225180,코스알엑스 어드벤스드 스네일 92 올인원 크림,트러블성,7acfd03d65fb72dfd2204e9ebc823329,28,0.07142857142857142,0.06581875676185912,0,0.5312422730945936,1,0
A000000227939,퍼셀 픽셀바이옴 히알 콜라겐 유산균 크림,건성,81dc7f46c16de635b4130a2b6a16caf0,23,0.08695652173913043,0.07347210057137762,0,0.42706383815097837,0,1
A000000227939,퍼셀 픽셀바이옴 히알 콜라겐 유산균 크림,민감성,81dc7f46c16de635b4130a2b6a16caf0,19,0.10526315789473684,0.08100770062998046,1,0.44643501758294724,0,0
A000000227939,퍼셀 픽셀바이옴 히알 콜라겐 유산균 크림,복합성,81dc7f46c16de635b4130a2b6a16caf0,39,0.0,0.019649158043546402,0,0.45731639318931777,0,1
A000000227939,퍼셀 픽셀바이옴 히알 콜라겐 유산균 크림,지성,81dc7f46c16de635b4130a2b6a16caf0,25,0.0,0.02576222943487195,0,0.4644540594495174,0,1
A000000229093,퍼셀 픽셀바이옴 히알 콜라겐 유산균 크림,건성,81dc7f46c16de635b4130a2b6a16caf0,42,0.023809523809523808,0.03482742458982641,0,0.42706383815097837,0,1
A000000229093,퍼셀 픽셀바이옴 히알 콜라겐 유산균 크림,민감성,81dc7f46c16de635b4130a2b6a16caf0,26,0.0,0.02520218096889647,0,0.44643501758294724,0,1
A000000229093,퍼셀 픽셀바이옴 히알 콜라겐 유산균 크림,복합성,81dc7f46c16de635b4130a2b6a16caf0,40,0.0,0.019321672076153963,0,0.45731639318931777,0,1
A000000229093,퍼셀 픽셀바이옴 히알 콜라겐 유산균 크림,약건성,81dc7f46c16de635b4130a2b6a16caf0,11,0.0,0.037396784663523794,0,0.4192658856046181,0,1
A000000229093,퍼셀 픽셀바이옴 히알 콜라겐 유산균 크림,지성,81dc7f46c16de635b4130a2b6a16caf0,34,0.0,0.02146852452905996,0,0.4644540594495174,0,1
A000000229093,퍼셀 픽셀바이옴 히알 콜라겐 유산균 크림,트러블성,81dc7f46c16de635b4130a2b6a16caf0,21,0.0,0.02827561767242043,0,0.46407180798073067,0,1
A000000231590,제로이드 인텐시브 크림,건성,4f15309b01c5a6bb071c6bbbc1f7b326,58,0.034482758620689655,0.04050385031499023,0,0.5315920269161271,1,0
A000000231590,제로이드 인텐시브 크림,민감성,4f15309b01c5a6bb071c6bbbc1f7b326,55,0.01818181818181818,0.028790670994256504,0,0.5675138389142713,1,0
A000000231590,제로이드 인텐시브 크림,복합성,4f15309b01c5a6bb071c6bbbc1f7b326,57,0.08771929824561403,0.079990913306094,1,0.5655474650734602,1,1
A000000231590,제로이드 인텐시브 크림,약건성,4f15309b01c5a6bb071c6bbbc1f7b326,53,0.07547169811320754,0.07067534691190736,0,0.5144128372737462,1,0
A000000231590,제로이드 인텐시브 크림,중성,4f15309b01c5a6bb071c6bbbc1f7b326,50,0.06,0.05941857606527482,0,0.5675138389142713,1,0
A000000231590,제로이드 인텐시브 크림,지성,4f15309b01c5a6bb071c6bbbc1f7b326,47,0.02127659574468085,0.0322283630532722,0,0.5677481623282861,1,0
A000000231590,제로이드 인텐시브 크림,트러블성,4f15309b01c5a6bb071c6bbbc1f7b326,58,0.034482758620689655,0.04050385031499023,0,0.5740150661350737,1,0
A000000233322,닥터지 블랙스네일 크림,건성,4aa741bebb2c1a95f5ba3223e1858eaf,56,0.017857142857142856,0.028411846375911022,0,0.36888908799742387,0,1
A000000233322,닥터지 블랙스네일 크림,민감성,4aa741bebb2c1a95f5ba3223e1858eaf,53,0.07547169811320754,0.07067534691190736,0,0.36697265663184375,0,1
A000000233322,닥터지 블랙스네일 크림,복합성,4aa741bebb2c1a95f5ba3223e1858eaf,56,0.0,0.015253951639068918,0,0.3929780462333447,0,1
A000000233322,닥터지 블랙스네일 크림,약건성,4aa741bebb2c1a95f5ba3223e1858eaf,35,0.0,0.021078187719440686,0,0.3619233331023337,0,1
A000000233322,닥터지 블랙스네일 크림,중성,4aa741bebb2c1a95f5ba3223e1858eaf,37,0.0,0.020338602185425225,0,0.3929780462333447,0,1
A000000233322,닥터지 블랙스네일 크림,지성,4aa741bebb2c1a95f5ba3223e1858eaf,57,0.05263157894736842,0.05401688733206802,0,0.40204453308327,0,1
A000000233322,닥터지 블랙스네일 크림,트러블성,4aa741bebb2c1a95f5ba3223e1858eaf,49,0.061224489795918366,0.060279714848829526,0,0.39179387640449465,0,1
A000000238669,닥터엘시아 345 릴리프 크림,건성,fad5511d8c553dca34c73f913b8eb65b,45,0.1111111111111111,0.09475846653183442,1,0.3838497371013495,0,0
A000000238669,닥터엘시아 345 릴리프 크림,민감성,fad5511d8c553dca34c73f913b8eb65b,35,0.05714285714285714,0.05744182408307705,0,0.40295218796671245,0,1
A000000238669,닥터엘시아 345 릴리프 크림,복합성,fad5511d8c553dca34c73f913b8eb65b,45,0.044444444444444446,0.048604620377988274,0,0.42116060010432244,0,1
A000000238669,닥터엘시아 345 릴리프 크림,지성,fad5511d8c553dca34c73f913b8eb65b,39,0.0,0.019649158043546402,0,0.43464486666003616,0,1
A000000238669,닥터엘시아 345 릴리프 크림,트러블성,fad5511d8c553dca34c73f913b8eb65b,23,0.08695652173913043,0.07347210057137762,0,0.42670387145622646,0,1
A000000238929,차앤박 프로폴리스 앰플 액티브 샷 크림,건성,0c24c73d48613dd0cd57cd8cd90da63e,53,0.09433962264150944,0.08437397704889366,1,0.37028568596058503,0,0
A000000238929,차앤박 프로폴리스 앰플 액티브 샷 크림,민감성,0c24c73d48613dd0cd57cd8cd90da63e,50,0.1,0.0879900046367034,1,0.3897202129155496,0,0
