상품번호,상품명,주성분
A000000002848,[SNS 대란템]바이오더마 세비엄 포어 리파이너,"정제수, 메틸메타크릴레이트크로스폴리머, 다이프로필렌글라이콜, 사이클로펜타실록세인, 사이클로헥사실록세인, 다이메티콘, 글리세린, 부틸렌글라이콜, 말굽잔나비버섯추출물, 소듐폴리아크릴레이트, 미네랄오일, 실리카, 펜틸렌글라이콜, 트라이데세스-6, C30-45알킬세테아릴다이메티콘크로스폴리머, 1,2-헥산다이올, 카프릴릴글라이콜, 라우릴피이지/피피지-18/18메티콘, 살리실릭애씨드, 다이소듐이디티에이, 자일리톨, 프로필렌글라이콜, 소듐하이드록사이드, 피이지/피피지-18/18다이메티콘, 프룩토올리고사카라이드, 만니톨, 카프릴릭/카프릭트라이글리세라이드, 은행나무잎추출물, 도데실갈레이트, 람노오스, 라미나리아 오크롤레우카추출물, 시트릭애씨드, 향료"
A000000254006,쥬베룩 PDLLA 프로텍팅 크림 50ml,"정제수, 글리세린, 프로판다이올, 판테놀, 펜틸렌글라이콜, 카프릴릭/카프릭트라이글리세라이드, 나이아신아마이드, 1,2-헥산다이올, 세테아릴알코올, 트라이메틸펜타페닐트라이실록세인, 세테아릴올리베이트, 하이드롤라이즈드콜라겐(1ppb), 하이드롤라이즈드하이알루로닉애씨드, 해마토코쿠스 플루비알리스오일, 칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물, 살구씨오일, 아텔로콜라겐(0.01ppb), 다이메티콘, 솔비탄올리베이트, 글리세릴스테아레이트, 트로메타민, 팔미틱애씨드, 스테아릭애씨드, 에틸헥실글리세린, 아데노신, 폴리락틱애씨드(10,000ppb), 토코페롤, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 에피갈로카테킨갈레이트, 레스베라트롤, 부틸렌글라이콜, 아스타잔틴, 쿼세틴, 아세틸헥사펩타이드-8, 아스코빅애씨드폴리펩타이드, 아세틸옥타펩타이드-3, 아세틸테트라펩타이드-2, 아세틸테트라펩타이드-3, 아세틸테트라펩타이드-5, 아세틸테트라펩타이드-9, 카르노신, 카퍼트라이펩타이드-1, 노나펩타이드-1, 팔미토일펜타펩타이드-4, 팔미토일트라이펩타이드-1, 팔미토일트라이펩타이드-5, 카보머, 잔탄검"
A000000257834,[잡티저격/TXA] 퍼셀 80억/mL 글루타치온 TXA 캡슐 크림 80ml,"정제수, 프로판다이올, 트라넥사믹애씨드(5%), 나이아신아마이드, 글리세린, 카프릴릭/카프릭트라이글리세라이드, 페닐트라이메티콘, 퀸즈랜드넛오일, 하이드로제네이티드폴리(C6-14올레핀), 다이카프릴릴에터, 비닐다이메티콘, 세테아릴알코올, 1,2-헥산다이올, 하이드로제네이티드폴리데센, 글루타티온(0.5%), 아이소노닐아이소노나노에이트, 세테아릴올리베이트, 글리세릴스테아레이트에스이, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 솔비탄올리베이트, 다이프로필렌글라이콜, 베헤닐알코올, 다이메티콘올, 세테아릴글루코사이드, 하이드로제네이티드레시틴, 하이드록시아세토페논, 에틸헥실글리세린, 황련뿌리추출물, 토코페롤, 판테놀, 세라마이드엔피, 하이드롤라이즈드하이알루로닉애씨드, 잔탄검, 부틸렌글라이콜, 아데노신, 유비퀴논, 프룩토올리고사카라이드, 캐스터오일/아이피디아이코폴리머, 다이소듐이디티에이, 솔비탄아이소스테아레이트, 콜레스테롤, 하이드로제네이티드폴리(C6-20올레핀), 베타-글루칸, 에이치디아이/트라이메틸올헥실락톤크로스폴리머, 녹차수, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 소듐스테아로일글루타메이트, 트로메타민, 한련초잎추출물, 다시마추출물, 다이포타슘글리시리제이트, 글라이신, 소듐코코일이세티오네이트, 시스테인"
A000000198166,[100시간 속보습] 라네즈 워터뱅크 모이스춰 크림 45ml 기획 (+25ml),"정제수, 글리세린, 부틸렌글라이콜, 스쿠알란, 다이카프릴릴에터, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 메틸트라이메티콘, 글리세릴스테아레이트, 펜타에리스리틸테트라에틸헥사노에이트, 1,2-헥산다이올, 스테아릴다이메티콘, 비스-하이드록시에톡시프로필다이메티콘, 세틸알코올, 락토바실러스발효용해물, 카프릴릭/카프릭/미리스틱/스테아릭트라이글리세라이드, 팔미틱애씨드, 스테아릭애씨드, 판테놀, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 프로판다이올, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 잔탄검, 글리세릴카프릴레이트, 덱스트린, 트로메타민, 에틸헥실글리세린, 다이소듐이디티에이, 솔비탄아이소스테아레이트, 알란토인, 하이드롤라이즈드하이알루로닉애씨드 (0.02%), 세라마이드엔피, 향료, 베타-글루칸, 콜레스테롤, 만니톨, 토코페롤, 아세틸테트라펩타이드-11, 미역추출물"
A000000229620,제나벨 PDRN 리쥬비네이팅 크림 70ml 기획 (+20ml),"정제수,다이프로필렌글라이콜,글리세린,페닐트라이메티콘, 달맞이꽃오일,세테아릴알코올, 글리세릴글루코사이드,나이아신아마이드,비즈왁스,알지닌,피이지-100스테아레이트,하이드록시아세토페논,1,2-헥산다이올,글리세릴스테아레이트,소듐폴리아크릴레이트,카보머,다이메티콘,하이드로제네이티드폴리데센,라우릴피이지-9폴리다이메틸실록시에틸다이메티콘, 소듐디엔에이(1,010ppm),다이메티콘/비닐다이메티콘크로스폴리머,향료,부틸렌글라이콜,아데노신,트라이데세스-6,다이소듐이디티에이,판테놀,소듐하이알루로네이트,펜틸렌글라이콜,하이드롤라이즈드소듐디엔에이,하이알루로닉애씨드,트라이펩타이드-1,토코페롤, 우라실,티민,아데닌,하이드로제네이티드레시틴,쇠비름추출물,아세틸헥사타이드-8,사이토신,구아닌,병풀추출물,마트리카리아꽃추출물, 체이스트트리추출물,세라마이드엔피"
A000000215363,[안티에이징/밀착보습막] 셀퓨전씨 레이저 리쥬버네이션 크림 50ml 더블 기획,"정제수, 글리세린, 퀸즈랜드넛오일, 카프릴릭/카프릭트라이글리세라이드, 세테아릴알코올, 나이아신아마이드, 스쿠알란, 하이드로제네이티드폴리(C6-14올레핀), 1,2-헥산다이올, 글리세릴스테아레이트, 세테아릴올리베이트, 글리세레스-26, 피이지-100스테아레이트, 솔비탄올리베이트, 사이클로펜타실록세인, 다이메티콘, 사이클로헥사실록세인, 소듐아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 아이소헥사데칸, 바쿠치올, 소듐폴리아크릴레이트, 에틸헥실글리세린, 폴리솔베이트80, 잔탄검, 아데노신, 다이소듐이디티에이, 솔비탄올리에이트, 알란토인, 세라마이드엔피, 판테놀, 포트마리골드꽃오일, 프로판다이올, 팔미틱애씨드, 스테아릭애씨드, 토코페롤, 쇠비름추출물, 부틸렌글라이콜, 올레라케아아크멜라추출물, 헬리크리숨스토에카스추출물, 병풀추출물, 에델바이스캘러스배양추출물, 카프릴릴글라이콜, 카퍼트라이펩타이드-1, 다이펩타이드-2, 올리고펩타이드-1, 팔미토일펜타펩타이드-4, 트라이펩타이드-1, 레티놀"
A000000226527,[수분/진정] 셀인샷 EGF 알란테놀 트러블 크림 70ml  ,"정제수, 다이프로필렌글라이콜, 글리세린, 세틸에틸헥사노에이트, 부틸렌글라이콜, 하이드로제네이티드폴리아이소부텐, 세틸알코올, 나이아신아마이드, 글리세릴스테아레이트, 스테아릴알코올, 1,2-헥산다이올, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 미리스틸알코올, 향료, 동백나무씨오일, 아보카도오일, 해바라기씨오일, 라우릴알코올, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 판테놀(1,000ppm), 알란토인(500ppm), 아데노신, 프로필렌글라이콜, 잇꽃꽃추출물, 치자추출물, 폴스애플민트잎추출물, 녹차추출물, 타임잎추출물, 덱스트린, 하이드로제네이티드레시틴, 소듐피씨에이, 소듐락테이트, 레시틴, 알지닌, 하이드록시에틸우레아, 아스파틱애씨드, 피씨에이, 글라이신, 알라닌, 세린, 발린, 다이포타슘글리시리제이트, 토코페릴아세테이트, 아이소류신, 트레오닌, 프롤린, 페닐알라닌, 히스티딘, 세라마이드엔피, 에스에이치-올리고펩타이드-32에스피, 에스에이치-올리고펩타이드-1, 다이소듐이디티에이, 에틸헥실글리세린"
A000000251275,[밀도보습] 아벤느 이드랑스 리치 하이드레이팅 크림 40ml 3입 기획,"온천수(아벤느온천수),미네랄오일,글리세린,아이소헥사데칸,다이메티콘,세테아릴알코올,잇꽃씨오일,아이소세틸스테아로일스테아레이트,트라이에틸헥사노인,글리세릴스테아레이트,피이지-100스테아레이트,1,2-헥산다이올,시어버터,세테아릴글루코사이드,벤조익애씨드,향료,피토스테롤,폴리아크릴레이트-13,폴리아이소부텐,폴리솔베이트20,소듐하이드록사이드,솔비탄아이소스테아레이트,정제수,잔탄검"
A000000145331,[NEW/세라마이드3배] 닥터디퍼런트 세콜지 311 보습 장벽 크림 100g,"정제수, 카프릴릭/카프릭트라이글리세라이드, 메틸프로판다이올, 글리세린, 세틸알코올, 1,2-헥산다이올, 글리세릴스테아레이트에스이, 세테아릴올리베이트, 스테아릴알코올, 올리브오일, 스테아릴알코올, 올리브오일, 솔비탄세스퀴올리에이트, 솔비탄올리베이트, 하이드록시프로필비스팔미타마이드엠이에이, 세라마이드엔피, 미리스틸알코올, 알지닌, 카보머, 에틸헥실글리세린, 콜레스테롤, 스테아릭애씨드, 아이소머라이즈드리놀레익애씨드, 라우릴알코올, 카프릴릴글라이콜, 데실렌글라이콜, 잔탄검, 올레익애씨드, 팔미틱애씨드, 토코페롤, 부틸렌글라이콜, 하이드로제네이티드포스파티딜콜린, 리노레익애씨드, 소듐피씨에이, 세린, 글라이신, 흰목이버섯폴리사카라이드, 알라닌, 로즈힙열매추출물, 글루타믹애씨드, 콜레스테릴마카다미에이트, 피토스광고신, 수크로오스스테아레이트, 글라이코스핑고리피드"
A000000228346,토리든 솔리드인 세라마이드 크림 70ml,"정제수, 프로판다이올, 글리세린, 호호바씨오일, 카프릴릭/카프릭트라이글리세라이드, 에틸헥실팔미테이트, 판테놀, 1,2-헥산다이올, 글리세릴스테아레이트, 세테아릴올리베이트, 솔비탄올리베이트, 하이드로제네이티드폴리(C6-14올레핀), 세라마이드엔피(1,086ppm), 세라마이드엔에스, 세라마이드에이에스, 세라마이드이오피, 세라마이드에이피, 콜레스테롤, 알란토인, 글루코오스, 베타인, 소듐하이알루로네이트, 피토스테롤, 스테아릭애씨드, 부틸렌글라이콜, 소듐폴리아크릴레이트, 미리스틸글루코사이드, 폴리글리세린-3, C13-16아이소알케인, 헵틸운데실레네이트, 비닐다이메티콘, 카보머, 트로메타민, 아라키딜알코올, 하이드로제네이티드레시틴, 폴리글리세릴-6다이스테아레이트, 칸데릴라/호호바/쌀겨폴리글리세릴-3에스터, 에틸헥실글리세린, 베헤닐알코올, 라우릴글루코사이드, 폴리글리세릴-6라우레이트, 다이소듐이디티에이, 다이프로필렌글라이콜, 아라키딜글루코사이드, 토코페롤, 바오밥나무씨오일, 하이드로제네이티드쌀겨오일, 황련뿌리추출물"
A000000224247,[레이PICK/보습광채] 풀리 쌀 세라 캡슐 크림 90ml,"쌀겨수(84%),글리세린,부틸렌글라이콜,1,2-헥산다이올,정제수,실버위드추출물,귀리커넬추출물,아티초크잎추출물,병풀추출물,향부자추출물,쌀추출물(0.005PPM),쌀지게미추출물(0.001PPM),소듐하이알루로네이트,하이드로제네이티드레시틴,녹차수,쌀겨오일(0.017PPM),다이페닐다이메티콘,트라이에틸헥사노인,베타인,폴리글리세릴-10미리스테이트,알지닌,하이드록시아세토페논,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,판테놀,다이포타슘글리시리제이트,에틸헥실글리세린,글리세릴폴리메타크릴레이트,다이소듐이디티에이,카보머,메틸프로판다이올,폴리쿼터늄-51,베타-글루칸,락토코쿠스발효용해물,토코페롤,프룩토올리고사카라이드,엑토인,하이드롤라이즈드하이알루로닉애씨드,만니톨,파파인,세라마이드엔피(0.004PPM),소듐클로라이드,피토스핑고신,브로멜라인,프로판다이올,락토바실러스/쌀발효물(0.001ppm),소듐파이테이트,수크로오스다이스테아레이트,카프릴릭/카프릭트라이글리세라이드,프로테아제,하이드록시프로필사이클로덱스트린,소듐디엔에이,리파아제,오리자놀,코직다이팔미테이트"
A000000237442,[톤업크림] 이니스프리 비타민C 캡슐 크림 50ml 더블 기획,"정제수, 부틸렌글라이콜, 프로판다이올, 글리세린, 나이아신아마이드(40,000 ppm), 아이소펜틸다이올, 1,2-헥산다이올, 하이드로제네이티드폴리(C6-14올레핀), 카프릴릭/카프릭트라이글리세라이드, 아이소노닐아이소노나노에이트, 스쿠알란, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 알지닌, 트레할로오스, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 소듐아크릴릭애씨드/엠에이코폴리머, 덱스트린, 잔탄검, 3-O-에틸아스코빅애씨드(1,000 ppm), 세테아릴올리베이트, 만다린껍질추출물, 캐스터오일/아이피디아이코폴리머, 황련뿌리추출물, 에틸헥실글리세린, 당근추출물, 솔비탄올리베이트, 카놀라오일, 사이클로덱스트린, 소듐파이테이트, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 솔비탄아이소스테아레이트, 프로테아제(100 ppm)*, 카프릴릴글라이콜, 피브이엠/엠에이코폴리머, 당근씨오일, 카보머, 아스코빌테트라이소팔미테이트(10.3 ppm), 토코페릴아세테이트, 베타-카로틴, 해바라기씨오일, 아모다이메티콘, 글루코오스, 소듐하이알루로네이트, 판테놀, 아이리쉬모스 추출물, 하이드록시프로필트라이모늄하이알루로네이트, 소듐아스코빌포스페이트(0.1001 ppm), 토코페롤, 마그네슘아스코빌포스페이트(0.1 ppm), 글루타티온, 페룰릭애씨드, 아마씨오일, 하이드롤라이즈드하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트, 사이아노코발아민, 글루코노락톤, 하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 하이드롤라이즈드소듐하이알루로네이트, 포타슘하이알루로네이트, 리놀레닉애씨드, 리놀레익애씨드, 아스코빅애씨드(0.001 ppb), 바이오틴, 폴릭애씨드, 리보플라빈, 피리독신, 티아민에이치씨엘"
