product_id,product_name_raw,product_name_clean,강조문구_1,강조문구_2,강조문구_3,clean_predict,raw_predict
A000000202893,[수분충전/쿨링진정] 에스네이처 아쿠아 오아시스 수분 젤크림 90ml 기획 (+카밍패드 2매),에스네이처 아쿠아 오아시스 수분 젤크림 ( 카밍패드 ),수분·수부지·아쿠아,진정·시카·민감,,"수분·수부지·아쿠아(수분,아쿠아); 진정·시카·민감(카밍)",
A000000231892,[수지 PICK/단독기획] 아누아 피디알엔 히알루론산 100 수분 크림 60mL 2입 기획,아누아 피디알엔 히알루론산 100 수분 크림,수분·수부지·아쿠아,탄력·주름·안티에이징,,"수분·수부지·아쿠아(수분,히알루); 탄력·주름·안티에이징(피디알엔)",
A000000257827,[7월 올영픽] 라로슈포제 시카플라스트 멀티 리페어 크림 100ml (+시카에센스 7.5ml),라로슈포제 시카플라스트 멀티 리페어 크림 ( 시카에센스 ),보습·장벽·리페어,진정·시카·민감,,보습·장벽·리페어(리페어); 진정·시카·민감(시카),
A000000232304,[대용량] 파티온 노스카나인 트러블 크림 75ml 기획(+5ml),파티온 노스카나인 트러블 크림,피지·모공·트러블,,,"피지·모공·트러블(트러블,노스카나인)",
A000000247776,"[NCT 재민PICK] 이즈앤트리 어니언 뉴페어 겔크림 플러스 50ml 기획 (+겔크림 플러스 20ml, 패드 2매)",이즈앤트리 어니언 뉴페어 겔크림 플러스 ( 겔크림 플러스 패드 ),기타/강조문구 약함,,,,
A000000239660,피지오겔 DMT 페이셜 보습 장벽 크림 150ml 기획(+토너 50ml),피지오겔 DMT 페이셜 보습 장벽 크림 ( 토너 ),보습·장벽·리페어,피지·모공·트러블,,"보습·장벽·리페어(보습,장벽); 피지·모공·트러블(피지)",
A000000231590,[대용량] 제로이드 인텐시브 크림 80ml 기획 (+50ml),제로이드 인텐시브 크림,기타/강조문구 약함,,,,
A000000246297,[광채/기미] 코페르 큐리페어 멜라크림 21ml 기획(+4ml),코페르 큐리페어 멜라크림,보습·장벽·리페어,미백·잡티·톤업,,보습·장벽·리페어(리페어); 미백·잡티·톤업(멜라),
A000000224581,[7월올영픽/쿨링진정크림] 빌리프 아쿠아밤 프로즌 크림 50ml 1+1 기획 (+손거울 증정),빌리프 아쿠아밤 프로즌 크림,수분·수부지·아쿠아,,,수분·수부지·아쿠아(아쿠아),
A000000258294,토리든 다이브인 저분자 히알루론산 수딩 크림 100ml 2입 기획,토리든 다이브인 저분자 히알루론산 수딩 크림,수분·수부지·아쿠아,진정·시카·민감,,수분·수부지·아쿠아(히알루); 진정·시카·민감(수딩),
A000000224727,[수분진정/단독기획] 메이크프렘 인테카 수딩크림 70ml 기획(+크림 31ml),메이크프렘 인테카 수딩크림 ( 크림 ),진정·시카·민감,,,"진정·시카·민감(수딩,테카)",
A000000134691,바이오더마 시카비오 포마드 100ml(리페어 리치 밤),바이오더마 시카비오 포마드 (리페어 리치 밤),보습·장벽·리페어,진정·시카·민감,,보습·장벽·리페어(리페어); 진정·시카·민감(시카),
A000000250472,[7월 올영픽] 에스트라 에이시카365 리페어 크림 pH4.5 60ml (+크림 20ml+마스크 2매),에스트라 에이시카365 리페어 크림 pH4.5 ( 크림 마스크 ),보습·장벽·리페어,진정·시카·민감,,보습·장벽·리페어(리페어); 진정·시카·민감(시카),
A000000222882,[1+1] 한율 트러블 진정 쑥시카 수분 크림 기획 (55ml+55ml),한율 트러블 진정 쑥시카 수분 크림,수분·수부지·아쿠아,진정·시카·민감,피지·모공·트러블,"수분·수부지·아쿠아(수분); 진정·시카·민감(진정,시카); 피지·모공·트러블(트러블)",
A000000213409,[색소침착 진정크림] 덱스판테놀17만ppm 장벽크림,덱스판테놀17만ppm 장벽크림,보습·장벽·리페어,,,"보습·장벽·리페어(장벽,판테놀)",
A000000256048,[NEW] 토리든 다이브인 저분자 히알루론산 수딩 크림 100ml 더블 기획 (크림 20ml+세럼 20ml),토리든 다이브인 저분자 히알루론산 수딩 크림 (크림 세럼 ),수분·수부지·아쿠아,진정·시카·민감,,수분·수부지·아쿠아(히알루); 진정·시카·민감(수딩),
A000000248826,[여배우광채크림] 메디큐브 PDRN 핑크 콜라겐 캡슐크림 55g 기획 (+4.5g*2ea),메디큐브 PDRN 핑크 콜라겐 캡슐크림 ( * ),탄력·주름·안티에이징,,,"탄력·주름·안티에이징(콜라겐,PDRN)",
A000000257543,[튜브타입/단독기획] 닥터지 레드 블레미쉬 클리어 수딩크림 EX 70ml 튜브 기획 (+30ml+세럼10ml*2ea),닥터지 레드 블레미쉬 클리어 수딩크림 EX 튜브 ( 세럼10ml* ),진정·시카·민감,피지·모공·트러블,,"진정·시카·민감(수딩,레드,블레미쉬); 피지·모공·트러블(블레미쉬)",
A000000233322,[1+1/광채탄력] 닥터지 블랙스네일 크림 50ml 1+1 기획 +(15ml 추가 증정),닥터지 블랙스네일 크림,탄력·주름·안티에이징,미백·잡티·톤업,,,"탄력·주름·안티에이징(탄력,광채탄력); 미백·잡티·톤업(광채)"
A000000255721,[단독기획] 동아제약 색소침착 프로 크림제 40ml 기획(+5ml*2),동아제약 색소침착 프로 크림제 ( *2),미백·잡티·톤업,,,미백·잡티·톤업(색소),
A000000249659,[손상장벽MD] 동국제약 마데카셀 베리어 엠디 크림 70g,동국제약 마데카셀 베리어 엠디 크림,보습·장벽·리페어,진정·시카·민감,,보습·장벽·리페어(베리어); 진정·시카·민감(마데카),
A000000257193,[NEW/리뷰이벤트] 비욘드 엔젤 아쿠아 이온 히알루10% 수분 진정 크림 100ml 1+1 기획,비욘드 엔젤 아쿠아 이온 히알루10% 수분 진정 크림,수분·수부지·아쿠아,진정·시카·민감,,"수분·수부지·아쿠아(수분,아쿠아,히알루); 진정·시카·민감(진정)",
A000000198320,[올영 어워즈 1등 크림] 에스트라 아토베리어365 크림 80ml,에스트라 아토베리어365 크림,보습·장벽·리페어,,,"보습·장벽·리페어(베리어,아토)",
A000000232494,[단독기획] 아누아 어성초 센텔라 레드 스팟 크림 30g 2입,아누아 어성초 센텔라 레드 스팟 크림,진정·시카·민감,,,"진정·시카·민감(센텔라,레드)",
A000000245087,[장원영PICK] 닥터엘시아 345 릴리프 크림 50ml 기획 (+10ml*2ea+튜브링거),닥터엘시아 345 릴리프 크림 ( * 튜브링거),기타/강조문구 약함,,,,
A000000214168,[7월올영픽] 키엘 울트라 훼이셜 크림 50ml 기획/단품,키엘 울트라 훼이셜 크림 /,기타/강조문구 약함,,,,
A000000244987,[1+1] 메디힐 마데카소사이드 흔적 리페어 더마크림 50+50ml 더블 기획,메디힐 마데카소사이드 흔적 리페어 더마크림 50,보습·장벽·리페어,진정·시카·민감,,"보습·장벽·리페어(리페어); 진정·시카·민감(마데카,흔적)",
A000000251494,[태극제약]도미나스 크림 Rx 30ml 기획 (+7ml),도미나스 크림 Rx,기타/강조문구 약함,,,,
A000000231833,[우즈PICK][유분잡는수분] 한율 쑥히알 수분 크림 60ml 기획(+31ml),한율 쑥히알 수분 크림,수분·수부지·아쿠아,,,수분·수부지·아쿠아(수분),
A000000258831,[7월올영픽/손상장벽리페어] 피지오겔 레드수딩 AI 리페어 크림 100m 기획(+30ml+마스크 2매),피지오겔 레드수딩 AI 리페어 크림 100m ( 마스크 ),보습·장벽·리페어,진정·시카·민감,피지·모공·트러블,"보습·장벽·리페어(리페어); 진정·시카·민감(수딩,레드); 피지·모공·트러블(피지)",
A000000216509,[대용량+추가증정] 넘버즈인 1번 판토텐산 액티브 수딩크림 130ml 기획 (+ 크림 15ml),넘버즈인 1번 판토텐산 액티브 수딩크림 ( 크림 ),보습·장벽·리페어,진정·시카·민감,,보습·장벽·리페어(판토); 진정·시카·민감(수딩),
A000000180543,코스알엑스 더 레티놀 0.1 크림 20ml,코스알엑스 더 레티놀 0.1 크림,탄력·주름·안티에이징,,,탄력·주름·안티에이징(레티놀),
A000000199701,[카디비PICK|탄력보습] 바이오힐보 프로바이오덤 3D리프팅 크림 50ml [단품/기획],바이오힐보 프로바이오덤 3D리프팅 크림,탄력·주름·안티에이징,,,탄력·주름·안티에이징(리프팅),
A000000229768,[비타캡슐/착색이별] 구달 청귤 비타C 잡티케어 크림 알파 75ml 기획 (+25ml),구달 청귤 비타C 잡티케어 크림 알파,미백·잡티·톤업,,,"미백·잡티·톤업(잡티,비타,비타C)",
A000000204949,[1등 크림/진정흔적] 센텔리안24 마데카 크림 타임 리버스 50ml 더블 기획(+15ml*2),센텔리안24 마데카 크림 타임 리버스 ( *2),진정·시카·민감,,,진정·시카·민감(마데카),
A000000192405,[1회사용 장벽개선] 더하르나이 시카이드 크림 100ml+30ml 기획,더하르나이 시카이드 크림,진정·시카·민감,,,진정·시카·민감(시카),
A000000254067,[포켓몬 에디션] VT 피디알엔 캡슐 크림 100 50ml 더블 기획 (+피카츄 파우치 키링),VT 피디알엔 캡슐 크림 100 ( 피카츄 파우치 키링),탄력·주름·안티에이징,,,탄력·주름·안티에이징(피디알엔),
A000000218592,[한정기획/강력진정크림] 닥터자르트 시카페어 인텐시브 수딩 리페어 크림 50ml 1+1 기획,닥터자르트 시카페어 인텐시브 수딩 리페어 크림,보습·장벽·리페어,진정·시카·민감,,"보습·장벽·리페어(리페어); 진정·시카·민감(시카,수딩)",
A000000255677,[수분진정/화잘먹] 메디큐브 PDRN 핑크 히알루로닉 수분크림 100ml 더블기획,메디큐브 PDRN 핑크 히알루로닉 수분크림,수분·수부지·아쿠아,탄력·주름·안티에이징,,"수분·수부지·아쿠아(수분,히알루); 탄력·주름·안티에이징(PDRN)",
A000000254747,에스트라 아토베리어365 하이드로 수딩크림 80ml 기획(토너25ml+클렌징폼30g),에스트라 아토베리어365 하이드로 수딩크림 (토너25ml 클렌징폼30g),수분·수부지·아쿠아,보습·장벽·리페어,진정·시카·민감,"수분·수부지·아쿠아(하이드로); 보습·장벽·리페어(베리어,아토); 진정·시카·민감(수딩)",
A000000255981,[트러블피부 추천] 제로이드 핌프로브 레드 컨트롤 크림 pH4 80ml 기획 (+ 젤클렌저 25ml),제로이드 핌프로브 레드 컨트롤 크림 pH4 ( 젤클렌저 ),진정·시카·민감,,,진정·시카·민감(레드),
A000000249211,[조슈아PICK/1+1] 리얼베리어 익스트림 크림 70ml 1+1 기획,리얼베리어 익스트림 크림,보습·장벽·리페어,,,보습·장벽·리페어(베리어),
A000000174316,[시카입문추천] 라로슈포제 시카플라스트 밤B5+ 40ml,라로슈포제 시카플라스트 밤B5,진정·시카·민감,,,진정·시카·민감(시카),
A000000255499,[2주만에기미감소16%] 쿠피 멜라스마 클리어 트라넥삼산 레몬수 기미크림 50ml,쿠피 멜라스마 클리어 트라넥삼산 레몬수 기미크림,미백·잡티·톤업,,,"미백·잡티·톤업(기미,멜라)",
A000000222703,[수지 PICK / 수분광채크림] 아누아 피디알엔 히알루론산 100 수분 크림 60mL 기획 (+30mL),아누아 피디알엔 히알루론산 100 수분 크림,수분·수부지·아쿠아,탄력·주름·안티에이징,,"수분·수부지·아쿠아(수분,히알루); 탄력·주름·안티에이징(피디알엔)",
A000000228390,[청담샵톤업/멀티톤업] 잇츠스킨 시크릿 솔루션 웨딩 드레스 퓨어 크림 100ml,잇츠스킨 시크릿 솔루션 웨딩 드레스 퓨어 크림,미백·잡티·톤업,,,,미백·잡티·톤업(톤업)
