canonical_name,product_count,functional_groups,mapping_evidence,mapped
다마스크장미꽃추출물,1,botanical_extract,keyword:botanical_extract,True
다시마즙,1,,,False
다이-C12-13알킬말레이트,1,,,False
다이라우릴티오다이프로피오네이트,1,,,False
다이머다이리놀레일다이머다이리놀리에이트,1,,,False
다이메티콘/페닐비닐다이메티콘크로스폴리머,1,occlusive|silicone,keyword:occlusive|keyword:silicone,True
다이메틸설폰,1,,,False
다이스타치포스페이트,1,,,False
다이스테아다이모늄헥토라이트,1,,,False
다이실록세인,1,occlusive|silicone,keyword:occlusive|keyword:silicone,True
다이아이소스테아로일폴리글리세릴-3다이머다이리놀리에이트,1,,,False
다이올레오일피지-트라이모늄클로라이드,1,,,False
다이펩타이드-15,1,active|peptide,keyword:active|keyword:peptide,True
다이펩타이드-4,1,active|peptide,keyword:active|keyword:peptide,True
닥풀꽃추출물,1,botanical_extract,keyword:botanical_extract,True
달맞이꽃추출물,1,botanical_extract,keyword:botanical_extract,True
당호박추출물,1,botanical_extract,keyword:botanical_extract,True
대왕송잎추출물,1,botanical_extract,keyword:botanical_extract,True
더덕뿌리추출물,1,botanical_extract,keyword:botanical_extract,True
데사미도콜라겐,1,humectant,keyword:humectant,True
데이지꽃추출물,1,botanical_extract,keyword:botanical_extract,True
데하이드로아세틱애씨드,1,,,False
도데실갈레이트,1,,,False
돌콩배아추출물,1,botanical_extract,keyword:botanical_extract,True
돌콩오일불검화물,1,,,False
동백나무잎추출물,1,botanical_extract,keyword:botanical_extract,True
두충나무껍질추출물,1,botanical_extract,keyword:botanical_extract,True
들깨잎추출물,1,botanical_extract,keyword:botanical_extract,True
디엔에이,1,,,False
띠뿌리추출물,1,botanical_extract,keyword:botanical_extract,True
라반딘오일,1,oil_butter,keyword:oil_butter,True
라우레스-3,1,,,False
라우릴다이메티콘/폴리글리세린-3크로스폴리머,1,occlusive|silicone,keyword:occlusive|keyword:silicone,True
라우릴폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘,1,occlusive|silicone,keyword:occlusive|keyword:silicone,True
라우릴피이지-9폴리다이메틸실록시에틸다이메티콘,1,occlusive|silicone,keyword:occlusive|keyword:silicone,True
라우릴피이지/피피지-18/18메티콘,1,silicone,keyword:silicone,True
라임전초오일,1,oil_butter,keyword:oil_butter,True
라임추출물,1,botanical_extract,keyword:botanical_extract,True
라즈베리추출물,1,botanical_extract,keyword:botanical_extract,True
락토바실러스/병풀추출발효여과물,1,soothing,keyword:soothing,True
락토바실러스/소이밀크발효여과물,1,,,False
락토바실러스/쌀발효물,1,,,False
락토바실러스/콩추출물발효여과물,1,,,False
락토바실러스/호밀가루발효물,1,,,False
락토바실러스/히비스커스꽃발효여과물,1,,,False
락토코쿠스발효용해물,1,,,False
락틱애씨드/글라이콜릭애씨드코폴리머,1,acid_exfoliant|active,keyword:active|keyword:acid_exfoliant,True
레드신코나나무껍질추출물,1,botanical_extract,keyword:botanical_extract,True
레몬그라스추출물,1,botanical_extract,keyword:botanical_extract,True
레몬머틀잎추출물,1,botanical_extract,keyword:botanical_extract,True
레몬밤꽃/잎/줄기수,1,,,False
레몬수,1,,,False
레티닐팔미테이트,1,active|emollient,exact|keyword:emollient|keyword:active,True
로우스위트블루베리추출물,1,botanical_extract,keyword:botanical_extract,True
로즈마리잎수,1,,,False
로즈우드오일,1,oil_butter,keyword:oil_butter,True
록샘파이어캘러스배양여과물,1,,,False
루이보스추출물,1,botanical_extract,keyword:botanical_extract,True
루틴,1,,,False
리파아제,1,,,False
마그네슘아스코빌포스페이트,1,active,exact|keyword:active,True
마그네슘알루미늄실리케이트,1,,,False
마그네슘피씨에이,1,,,False
마돈나백합비늘줄기추출물,1,botanical_extract,keyword:botanical_extract,True
마시멜로뿌리추출물,1,botanical_extract,keyword:botanical_extract,True
마요라나잎추출물,1,botanical_extract,keyword:botanical_extract,True
마조람잎추출물,1,botanical_extract,keyword:botanical_extract,True
마카다미아씨추출물,1,botanical_extract,keyword:botanical_extract,True
마테잎추출물,1,botanical_extract,keyword:botanical_extract,True
마트리카리아꽃/잎추출물,1,botanical_extract|soothing,keyword:soothing|keyword:botanical_extract,True
마트리카리아꽃오일,1,oil_butter|soothing,keyword:soothing|keyword:oil_butter,True
만다린껍질추출물,1,botanical_extract,keyword:botanical_extract,True
말굽잔나비버섯추출물,1,botanical_extract,keyword:botanical_extract,True
망가니즈설페이트,1,,,False
매듭풀추출물,1,botanical_extract,keyword:botanical_extract,True
매실추출물,1,botanical_extract,keyword:botanical_extract,True
메틸메타크릴레이트/아크릴로나이트릴코폴리머,1,,,False
메틸파라벤,1,,,False
메틸팔미테이트,1,emollient,keyword:emollient,True
메틸하이드로제네이티드로지네이트,1,,,False
멘톡시프로판다이올,1,,,False
멘틸락테이트,1,,,False
멜라토닌,1,,,False
모나스커스추출물,1,botanical_extract,keyword:botanical_extract,True
모란추출물,1,botanical_extract,keyword:botanical_extract,True
모하비유카뿌리추출물,1,botanical_extract,keyword:botanical_extract,True
목서꽃추출물,1,botanical_extract,keyword:botanical_extract,True
몰로키아잎추출물,1,botanical_extract,keyword:botanical_extract,True
몰약수지추출물,1,botanical_extract,keyword:botanical_extract,True
무씨추출물,1,botanical_extract,keyword:botanical_extract,True
미네랄워터,1,,,False
미역추출물,1,botanical_extract,keyword:botanical_extract,True
밀배아오일불검화물,1,,,False
바나나추출물,1,botanical_extract,keyword:botanical_extract,True
바닐라열매오일,1,oil_butter,keyword:oil_butter,True
바바수씨오일,1,oil_butter,keyword:oil_butter,True
바실러스/소이빈발효추출물,1,botanical_extract,keyword:botanical_extract,True
바실러스발효물,1,,,False
바오밥나무씨오일,1,oil_butter,keyword:oil_butter,True
발삼아미리스껍질오일,1,oil_butter,keyword:oil_butter,True
밤부사 불가리스수,1,,,False
밤부사 불가리스싹추출물,1,botanical_extract,keyword:botanical_extract,True
밤부사 불가리스잎/줄기추출물,1,botanical_extract,keyword:botanical_extract,True
밤부사 불가리스추출물,1,botanical_extract,keyword:botanical_extract,True
베헤네스-25,1,,,False
벤조익애씨드,1,,,False
벤토나이트,1,,,False
변성옥수수전분,1,,,False
병풀꽃추출물,1,botanical_extract|soothing,keyword:soothing|keyword:botanical_extract,True
병풀캘러스배양액,1,soothing,keyword:soothing,True
보검선인장줄기추출물,1,botanical_extract,keyword:botanical_extract,True
보스웰리아수지추출물,1,botanical_extract,keyword:botanical_extract,True
복령균핵추출물,1,botanical_extract,keyword:botanical_extract,True
복사나무꽃추출물,1,botanical_extract,keyword:botanical_extract,True
복사나무잎추출물,1,botanical_extract,keyword:botanical_extract,True
복숭아수,1,,,False
복숭아추출물,1,botanical_extract,keyword:botanical_extract,True
부틸페닐메틸프로피오날,1,,,False
분비나무오일,1,oil_butter,keyword:oil_butter,True
브로멜라인,1,,,False
브로콜리수,1,,,False
블랙커민씨추출물,1,botanical_extract,keyword:botanical_extract,True
블루플래그아이리스추출물,1,botanical_extract,keyword:botanical_extract,True
비치스트로베리추출물,1,botanical_extract,keyword:botanical_extract,True
비타민나무수,1,,,False
비터오렌지꽃추출물,1,botanical_extract,keyword:botanical_extract,True
비터오렌지잎/잔가지오일,1,oil_butter,keyword:oil_butter,True
빙하수,1,,,False
뽕나무껍질추출물,1,botanical_extract,keyword:botanical_extract,True
뽕나무잎추출물,1,botanical_extract,keyword:botanical_extract,True
사이클로헥실글리세린,1,,,False
사이토신,1,,,False
사카라이드하이드롤리세이트,1,,,False
사탕무뿌리추출물,1,botanical_extract,keyword:botanical_extract,True
사플라워오일/팜오일아미노프로판다이올에스터,1,,,False
산구절초추출물,1,botanical_extract,keyword:botanical_extract,True
산소,1,,,False
산양삼추출물,1,botanical_extract,keyword:botanical_extract,True
살비아잎추출물,1,botanical_extract,keyword:botanical_extract,True
살비아추출물,1,botanical_extract,keyword:botanical_extract,True
삼색제비꽃추출물,1,botanical_extract,keyword:botanical_extract,True
서양고추나물추출물,1,botanical_extract,keyword:botanical_extract,True
서양민들레뿌리줄기/뿌리추출물,1,botanical_extract,keyword:botanical_extract,True
서양산딸기추출물,1,botanical_extract,keyword:botanical_extract,True
석류추출물,1,botanical_extract,keyword:botanical_extract,True
설퍼콜로이드,1,,,False
세드랏껍질오일,1,oil_butter,keyword:oil_butter,True
세라마이드이오에스,1,barrier,keyword:barrier,True
세타아릴올리베이트,1,,,False
세테아레스-25,1,,,False
세테아릴아이소노나노에이트,1,emollient,keyword:emollient,True
세틸에스터,1,,,False
센티드제라늄오일,1,oil_butter,keyword:oil_butter,True
센티드제라늄추출물,1,botanical_extract,keyword:botanical_extract,True
셀필룸추출물,1,botanical_extract,keyword:botanical_extract,True
소듐라우로일락틸레이트,1,,,False
소듐레불리네이트,1,,,False
소듐바이카보네이트,1,emollient,keyword:emollient,True
소듐살리실레이트,1,,,False
소듐설파이트,1,,,False
소듐카복시메틸스타치,1,,,False
소듐코코일이세티오네이트,1,,,False
소듐폴리아크릴레이트스타치,1,,,False
소르빅애씨드,1,,,False
소리쟁이뿌리추출물,1,botanical_extract,keyword:botanical_extract,True
소이아미노아미드,1,,,False
수레국화꽃수,1,,,False
수용성엘라스틴,1,,,False
수크로오스테트라아이소스테아레이트,1,,,False
수크로오스팔미테이트,1,emollient,keyword:emollient,True
스쿠알렌,1,emollient,keyword:emollient,True
스테비아잎/줄기추출물,1,botanical_extract,keyword:botanical_extract,True
스테아레스-10,1,,,False
스트렙토코쿠스 테르모필루스발효물,1,,,False
스피어민트잎오일,1,oil_butter,keyword:oil_butter,True
시트로넬라오일,1,oil_butter,keyword:oil_butter,True
신선초추출물,1,botanical_extract,keyword:botanical_extract,True
실란트라이올,1,,,False
실리카실릴레이트,1,,,False
실버위드추출물,1,botanical_extract,keyword:botanical_extract,True
쌀배아오일,1,oil_butter,keyword:oil_butter,True
쌀지게미추출물,1,botanical_extract,keyword:botanical_extract,True
씨솔트,1,,,False
아나토씨오일,1,oil_butter,keyword:oil_butter,True
아데닌,1,,,False
아디픽애씨드,1,,,False
아마씨오일,1,oil_butter,keyword:oil_butter,True
아미노부티릭애씨드,1,,,False
아보카도열매추출물,1,botanical_extract,keyword:botanical_extract,True
아세틸테트라펩타이드-11,1,active|peptide,keyword:active|keyword:peptide,True
아세틸헥사타이드-8,1,,,False
아이리쉬모스추출물,1,botanical_extract,keyword:botanical_extract,True
아이소데실네오펜타노에이트,1,,,False
아이소말트,1,,,False
아이소세테스-10,1,,,False
아이소세틸스테아로일스테아레이트,1,,,False
아이소스테아릴아이소스테아레이트,1,,,False
아이소아밀라우레이트,1,,,False
아이소프로필미리스테이트,1,,,False
아이소프로필아이소스테아레이트,1,,,False
아이소프로필팔미테이트,1,emollient,keyword:emollient,True
아크릴레이트/스테아릴메타크릴레이트코폴리머,1,,,False
알간나무커넬오일,1,oil_butter,keyword:oil_butter,True
알루미나,1,,,False
알루미늄/마그네슘하이드록사이드스테아레이트,1,,,False
알지닉애씨드,1,,,False
알지닌글루타메이트,1,,,False
알지닌에이치씨엘,1,,,False
알칸나뿌리추출물,1,botanical_extract,keyword:botanical_extract,True
야생딸기잎추출물,1,botanical_extract,keyword:botanical_extract,True
양까막까치밥나무씨오일,1,oil_butter,keyword:oil_butter,True
양버들껍질/싹/잎/잔가지추출물,1,botanical_extract,keyword:botanical_extract,True
에델바이스캘러스배양추출물,1,botanical_extract,keyword:botanical_extract,True
에스신,1,,,False
에스에이치-폴리펩타이드-10,1,active|peptide,keyword:active|keyword:peptide,True
에스에이치-폴리펩타이드-59,1,active|peptide,keyword:active|keyword:peptide,True
에스에이치-폴리펩타이드-60,1,active|peptide,keyword:active|keyword:peptide,True
에스큘렌타렌즈콩씨추출물,1,botanical_extract,keyword:botanical_extract,True
에칠헥실메톡시신나메이트,1,,,False
에키움 플란타기네움씨오일,1,oil_butter,keyword:oil_butter,True
에틸멘탄카복사마이드,1,,,False
엘라스틴,1,,,False
연꽃뿌리추출물,1,botanical_extract,keyword:botanical_extract,True
오레가노추출물,1,botanical_extract,keyword:botanical_extract,True
오리자놀,1,,,False
오미자추출물,1,botanical_extract,keyword:botanical_extract,True
오일팜커넬오일,1,oil_butter,keyword:oil_butter,True
오조케라이트,1,occlusive,exact|keyword:occlusive,True
옥수수오일,1,oil_butter,keyword:oil_butter,True
옥타데센,1,,,False
옥타데케인,1,,,False
옥틸도데카올,1,,,False
올레라케아아크멜라추출물,1,botanical_extract,keyword:botanical_extract,True
올레일알코올,1,,,False
올리고펩타이드-1,1,active|peptide,keyword:active|keyword:peptide,True
올리브나무잎추출물,1,botanical_extract,keyword:botanical_extract,True
올리브오일데실에스터,1,,,False
올리브오일폴리글리세릴-6에스터,1,,,False
올리브잎세포추출물,1,botanical_extract,keyword:botanical_extract,True
왕대수액,1,botanical_extract,keyword:botanical_extract,True
왕대추출물,1,botanical_extract,keyword:botanical_extract,True
우라실,1,,,False
우엉뿌리추출물,1,botanical_extract,keyword:botanical_extract,True
운데실레닉글리세라이드,1,,,False
유럽밤나무씨추출물,1,botanical_extract,keyword:botanical_extract,True
유용성감초추출물,1,botanical_extract|soothing,keyword:soothing|keyword:botanical_extract,True
유자추출물,1,botanical_extract,keyword:botanical_extract,True
유제놀,1,fragrance,exact|keyword:fragrance,True
인삼수,1,,,False
일랑일랑꽃오일,1,oil_butter,keyword:oil_butter,True
잇꽃씨추출물,1,botanical_extract,keyword:botanical_extract,True
자몽추출물,1,botanical_extract,keyword:botanical_extract,True
자이언트켈프추출물,1,botanical_extract,keyword:botanical_extract,True
자작나무껍질추출물,1,botanical_extract,keyword:botanical_extract,True
자주천인국추출물,1,botanical_extract,keyword:botanical_extract,True
장미추출물,1,botanical_extract,keyword:botanical_extract,True
전호추출물,1,botanical_extract,keyword:botanical_extract,True
제인,1,,,False
진주가루,1,,,False
진주추출물,1,botanical_extract,keyword:botanical_extract,True
징크스테아레이트,1,,,False
짚신나물추출물,1,botanical_extract,keyword:botanical_extract,True
찔레꽃꽃수,1,,,False
참당귀뿌리추출물,1,botanical_extract,keyword:botanical_extract,True
참당귀추출물,1,botanical_extract,keyword:botanical_extract,True
참미역추출물,1,botanical_extract,keyword:botanical_extract,True
창과감초뿌리추출물,1,botanical_extract|soothing,keyword:soothing|keyword:botanical_extract,True
천궁추출물,1,botanical_extract,keyword:botanical_extract,True
체이스트트리추출물,1,botanical_extract,keyword:botanical_extract,True
초유,1,,,False
측백나무추출물,1,botanical_extract,keyword:botanical_extract,True
치자꽃추출물,1,botanical_extract,keyword:botanical_extract,True
카라멜,1,,,False
카멜그라스오일,1,oil_butter,keyword:oil_butter,True
카바카바잎/뿌리/줄기추출물,1,botanical_extract,keyword:botanical_extract,True
카올린,1,,,False
카페일글루코오스,1,,,False
카프로오일스핑고신,1,barrier,keyword:barrier,True
카프로오일피토스핑고신,1,barrier,keyword:barrier,True
카프로일메틸세리네이트,1,,,False
카프릴릭,1,,,False
카프릴릭/카프릭트라이글라세라이드,1,,,False
카프릴릴/카프릴트라이글리세라이드,1,emollient,keyword:emollient,True
카프릴하이드록사믹애씨드,1,,,False
칸데릴라/호호바/쌀겨폴리글리세릴-3에스터,1,,,False
칸데릴라왁스에스터,1,occlusive,keyword:occlusive,True
칼라민,1,soothing,exact,True
칼메그추출물,1,botanical_extract,keyword:botanical_extract,True
칼슘글루코네이트,1,,,False
칼슘피씨에이,1,,,False
캐모마일꽃수,1,soothing,keyword:soothing,True
커먼자스민꽃추출물,1,botanical_extract,keyword:botanical_extract,True
커먼자스민추출물,1,botanical_extract,keyword:botanical_extract,True
코직다이팔미테이트,1,emollient,keyword:emollient,True
코직애씨드,1,,,False
코질메틸렌다이옥시신나메이트,1,,,False
코카마이드엠이에이,1,,,False
코코글리세라이즈,1,,,False
코코넛야자씨버터,1,emollient|occlusive|oil_butter,keyword:emollient|keyword:occlusive|keyword:oil_butter,True
코토니추출물,1,botanical_extract,keyword:botanical_extract,True
콘민트추출물,1,botanical_extract,keyword:botanical_extract,True
콜라겐수,1,,,False
콜로이달오트밀,1,soothing,keyword:soothing,True
콩폴리펩타이드,1,active|peptide,keyword:active|keyword:peptide,True
쿠푸아수씨버터,1,emollient|occlusive|oil_butter,keyword:emollient|keyword:occlusive|keyword:oil_butter,True
크랜베리추출물,1,botanical_extract,keyword:botanical_extract,True
크로뮴옥사이드그린,1,,,False
클로렐라발효물,1,,,False
키토산,1,,,False
타라열매추출물,1,botanical_extract,keyword:botanical_extract,True
타임추출물,1,botanical_extract,keyword:botanical_extract,True
탄제린추출물,1,botanical_extract,keyword:botanical_extract,True
터피네올,1,,,False
테아닌,1,,,False
테트라메틸아세틸옥타하이드로나프탈렌,1,,,False
테트라아세틸피토스핑고신,1,barrier,keyword:barrier,True
테트라하이드로피페린,1,,,False
토마토수,1,,,False
토마토즙,1,,,False
토코트라이엔올,1,,,False
토코페릴글루코사이드,1,active,keyword:active,True
토탄추출물,1,botanical_extract,keyword:botanical_extract,True
트라이-C14-15알킬시트레이트,1,,,False
트라이메틸실록시실리케이트,1,,,False
트라이메틸펜타페닐트라이실록세인,1,occlusive|silicone,keyword:occlusive|keyword:silicone,True
트라이소듐포스페이트,1,,,False
트라이실록세인,1,occlusive|silicone,keyword:occlusive|keyword:silicone,True
트라이에톡시실릴에틸폴리다이메틸실록시에틸헥실다이메티콘,1,occlusive|silicone,keyword:occlusive|keyword:silicone,True
트록세루틴,1,,,False
트리스(테트라메틸하이드록시피페리딘올)시트레이트,1,,,False
티민,1,,,False
파라핀,1,occlusive,exact|keyword:occlusive,True
파이틱애씨드,1,,,False
파파야열매추출물,1,botanical_extract,keyword:botanical_extract,True
파파인,1,,,False
팔미토일트라이펩타이드-38,1,active|peptide,keyword:active|keyword:peptide,True
펄라이트,1,,,False
페닐프로필디메틸실록시실리케이트,1,,,False
페러스설페이트,1,,,False
페퍼민트잎추출물,1,botanical_extract,keyword:botanical_extract,True
페퍼민트추출물,1,botanical_extract,keyword:botanical_extract,True
펜타에리스리틸다이스테아레이트,1,,,False
펜타펩타이드-4,1,active|peptide,keyword:active|keyword:peptide,True
포도덩굴수액,1,botanical_extract,keyword:botanical_extract,True
포도덩굴추출물,1,botanical_extract,keyword:botanical_extract,True
포도세포추출물,1,botanical_extract,keyword:botanical_extract,True
포도씨오일,1,oil_butter,keyword:oil_butter,True
포타슘포스페이트,1,,,False
포트마리골드꽃오일,1,oil_butter,keyword:oil_butter,True
폴리글리세릴-10아이소스테아레이트,1,,,False
폴리글리세릴-2다이폴리하이드록시스테아레이트,1,,,False
폴리글리세릴-2아이소스테아레이트/다이머다이리놀리에이트코폴리머,1,,,False
폴리글리세릴-2카프레이트,1,,,False
폴리글리세릴-2트라이아이소스테아레이트,1,,,False
폴리글리세릴-3스테아레이트,1,,,False
폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘,1,occlusive|silicone,keyword:occlusive|keyword:silicone,True
폴리글리세릴-4라우레이트,1,,,False
폴리글리세릴-5폴리리시놀리에이트,1,,,False
폴리글리세릴-6올리에이트,1,,,False
폴리글리세릴-6폴리리시놀리에이트,1,,,False
폴리메틸메타크릴레이트,1,,,False
폴리실리콘-11,1,silicone,keyword:silicone,True
폴리에틸렌,1,,,False
폴리엡실론-라이신,1,,,False
폴리프로필실세스퀴옥세인,1,occlusive|silicone,keyword:occlusive|keyword:silicone,True
폴리하이드록시스테아릭애씨드,1,,,False
푸마릭애씨드,1,,,False
푸코오스,1,,,False
프랑스해안송껍질추출물,1,botanical_extract,keyword:botanical_extract,True
프로콜라겐,1,humectant,keyword:humectant,True
프로필렌글라이콜다이카프릴레이트,1,,,False
프로필렌글라이콜다이카프릴레이트/다이카프레이트,1,,,False
프로필렌글라이콜알지네이트,1,,,False
프로필렌카보네이트,1,emollient,keyword:emollient,True
프로필헵틸카프릴레이트,1,,,False
프리지어추출물,1,botanical_extract,keyword:botanical_extract,True
플로레틴,1,,,False
피마자씨오일,1,oil_butter,keyword:oil_butter,True
피버퓨추출물,1,botanical_extract,keyword:botanical_extract,True
피브이피,1,,,False
피이지-240/에이치디아이코폴리머비스-데실테트라데세스-20에터,1,,,False
피이지-40스테아레이트,1,,,False
피이지-8스테아레이트,1,,,False
피이지-크로스폴리머,1,,,False
피이지/피피지-18/18다이메티콘,1,occlusive|silicone,keyword:occlusive|keyword:silicone,True
피토스테릴마카다미에이트,1,,,False
피토스테릴이소스테아릴다이머디리놀리에이트,1,,,False
피톨,1,,,False
필리핀오렌지전초오일,1,oil_butter,keyword:oil_butter,True
하늘타리뿌리추출물,1,botanical_extract,keyword:botanical_extract,True
하이드로제네이티드로진,1,,,False
하이드로제네이티드식물성글리세라이즈,1,,,False
하이드로제네이티드에틸헥실올리베이트,1,,,False
하이드로제네이티드올리브오일검화물,1,,,False
하이드로제네이티드올리브오일라우릴에스터,1,,,False
하이드로제네이티드캐스터오일다이머다이리놀레에이트,1,,,False
하이드로제네이티드코코-글리세라이즈,1,,,False
하이드로제네이티드코코넛오일,1,oil_butter,keyword:oil_butter,True
하이드로제네이티드포스파티딜클린,1,,,False
하이드로제네이티드폴리소부텐,1,,,False
하이드로클로릭애씨드,1,,,False
하이드록시신나믹애씨드,1,,,False
하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코플리머,1,,,False
하이드록시팔미토일스핑가닌,1,,,False
하이드록시프로필스타치,1,,,False
하이드롤라이즈드기장,1,,,False
하이드롤라이즈드루핀단백질,1,,,False
하이드롤라이즈드병풀단백질,1,soothing,keyword:soothing,True
하이드롤라이즈드스클레로튬검,1,,,False
하이드롤라이즈드익스텐신,1,,,False
하이드롤라이즈드콘키올린단백질,1,,,False
하이드롤라이즈드콜라겐추출물,1,botanical_extract,keyword:botanical_extract,True
하이드롤라이즈드효모추출물,1,botanical_extract,keyword:botanical_extract,True
해바라기꽃추출물,1,botanical_extract,keyword:botanical_extract,True
헤마토코쿠스플루비알리스추출물,1,botanical_extract,keyword:botanical_extract,True
헥사펩타이드-11,1,active|peptide,keyword:active|keyword:peptide,True
헥사펩타이드-12,1,active|peptide,keyword:active|keyword:peptide,True
헥실데실라우레이트,1,,,False
헥실데칸올,1,,,False
헥실렌글라이콜,1,,,False
헬리크리숨 스토에카스추출물,1,botanical_extract,keyword:botanical_extract,True
호스테일켈프추출물,1,botanical_extract,keyword:botanical_extract,True
황,1,,,False
황벽나무껍질추출물,1,botanical_extract,keyword:botanical_extract,True
황해쑥잎추출물,1,botanical_extract|soothing,keyword:soothing|keyword:botanical_extract,True
효모/감자추출물발효여과물,1,,,False
효모/보리씨발효여과물,1,,,False
효모발효물,1,,,False
후박추출물,1,botanical_extract,keyword:botanical_extract,True
흰목이버섯포자낭과추출물,1,botanical_extract,keyword:botanical_extract,True
