canonical_name,product_count,functional_groups,mapping_evidence,mapped
정제수,224,,,False
글리세린,221,humectant,exact,True
"1,2-헥산다이올",200,humectant,exact,True
부틸렌글라이콜,192,humectant,exact,True
에틸헥실글리세린,162,,,False
판테놀,138,barrier|humectant|soothing,exact,True
카프릴릭/카프릭트라이글리세라이드,137,emollient,exact|keyword:emollient,True
토코페롤,135,active,exact|keyword:active,True
소듐하이알루로네이트,132,humectant,exact|keyword:humectant,True
나이아신아마이드,119,active,exact|keyword:active,True
프로판다이올,119,humectant,exact,True
하이드로제네이티드레시틴,117,barrier,exact|keyword:barrier,True
아데노신,115,active,exact|keyword:active,True
세테아릴알코올,111,emollient,exact,True
잔탄검,108,,,False
다이소듐이디티에이,101,,,False
세라마이드엔피,100,barrier,exact|keyword:barrier,True
글리세릴스테아레이트,95,emollient,exact,True
아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,93,,,False
카보머,88,,,False
트로메타민,87,,,False
펜틸렌글라이콜,85,humectant,exact,True
알란토인,84,soothing,exact,True
솔비탄올리베이트,81,,,False
하이드롤라이즈드하이알루로닉애씨드,81,humectant,exact|keyword:humectant,True
암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,78,,,False
하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,78,,,False
세테아릴올리베이트,77,,,False
스쿠알란,75,barrier|emollient|occlusive,exact|keyword:emollient,True
솔비탄아이소스테아레이트,74,,,False
스테아릭애씨드,72,barrier,exact,True
다이프로필렌글라이콜,70,humectant,exact,True
알지닌,66,humectant,exact,True
카프릴릴글라이콜,65,humectant,exact,True
다이메티콘,64,occlusive|silicone,exact|keyword:occlusive|keyword:silicone,True
하이알루로닉애씨드,64,humectant,exact|keyword:humectant,True
비닐다이메티콘,58,occlusive|silicone,exact|keyword:occlusive|keyword:silicone,True
마데카소사이드,54,soothing,exact|keyword:soothing,True
베타인,54,humectant,exact,True
팔미틱애씨드,51,barrier,exact,True
병풀추출물,50,botanical_extract|soothing,exact|keyword:soothing|keyword:botanical_extract,True
소듐하이알루로네이트크로스폴리머,46,humectant,exact|keyword:humectant,True
아시아티코사이드,46,soothing,exact|keyword:soothing,True
하이드로제네이티드폴리데센,46,emollient|occlusive,exact|keyword:emollient|keyword:occlusive,True
베타-글루칸,45,barrier|humectant|soothing,exact|keyword:humectant,True
베헤닐알코올,45,emollient,exact,True
시트릭애씨드,45,,,False
콜레스테롤,45,barrier,exact|keyword:barrier,True
소듐아세틸레이티드하이알루로네이트,44,humectant,exact|keyword:humectant,True
시어버터,44,emollient|occlusive|oil_butter,exact|keyword:emollient|keyword:occlusive|keyword:oil_butter,True
해바라기씨오일,43,oil_butter,exact|keyword:oil_butter,True
마데카식애씨드,42,soothing,exact|keyword:soothing,True
아시아틱애씨드,42,soothing,exact|keyword:soothing,True
하이드록시아세토페논,42,,,False
향료,40,fragrance,exact|keyword:fragrance,True
세틸에틸헥사노에이트,38,emollient,exact|keyword:emollient,True
글루코오스,36,humectant,exact,True
글리세릴아크릴레이트/아크릴릭애씨드코폴리머,36,,,False
다이포타슘글리시리제이트,36,soothing,exact|keyword:soothing,True
글리세릴카프릴레이트,35,,,False
폴리글리세릴-10라우레이트,35,,,False
폴리글리세릴-3메틸글루코오스다이스테아레이트,33,,,False
하이드록시프로필트라이모늄하이알루로네이트,33,humectant,exact|keyword:humectant,True
메틸프로판다이올,32,humectant,exact,True
소듐파이테이트,32,,,False
하이드로제네이티드폴리아이소부텐,32,emollient|occlusive,exact|keyword:emollient|keyword:occlusive,True
덱스트린,31,,,False
소듐스테아로일글루타메이트,31,,,False
다이카프릴릴카보네이트,30,emollient,exact|keyword:emollient,True
하이드롤라이즈드소듐하이알루로네이트,30,humectant,exact|keyword:humectant,True
병풀잎추출물,29,botanical_extract|soothing,exact|keyword:soothing|keyword:botanical_extract,True
세틸알코올,28,emollient,exact,True
피토스핑고신,28,barrier,exact|keyword:barrier,True
리모넨,27,fragrance,exact|keyword:fragrance,True
실리카,27,,,False
하이드로제네이티드폴리(C6-14올레핀),27,,,False
C12-20알킬글루코사이드,26,,,False
C14-22알코올,26,,,False
리날룰,26,fragrance,exact|keyword:fragrance,True
펜타에리스리틸테트라에틸헥사노에이트,26,emollient,exact|keyword:emollient,True
다이메티콘올,25,occlusive|silicone,exact|keyword:occlusive|keyword:silicone,True
소듐폴리아크릴레이트,25,,,False
아라키딜알코올,25,,,False
트레할로오스,25,humectant,exact|keyword:humectant,True
피토스테롤,25,,,False
다이카프릴릴에터,24,emollient,exact|keyword:emollient,True
아라키딜글루코사이드,24,,,False
폴리메틸실세스퀴옥세인,24,occlusive|silicone,exact|keyword:occlusive|keyword:silicone,True
소듐디엔에이,23,active,exact|keyword:active,True
스테아릴알코올,23,emollient,exact,True
올리브오일,23,oil_butter,exact|keyword:oil_butter,True
토코페릴아세테이트,23,active,exact|keyword:active,True
포타슘하이알루로네이트,23,humectant,exact|keyword:humectant,True
메틸트라이메티콘,22,occlusive|silicone,exact|keyword:silicone,True
프룩토올리고사카라이드,22,,,False
하이드롤라이즈드콜라겐,22,humectant,exact|keyword:humectant,True
글루타티온,21,active,exact|keyword:active,True
글리세릴글루코사이드,21,humectant,exact,True
만니톨,21,humectant,exact|keyword:humectant,True
엑토인,21,barrier|humectant|soothing,exact,True
카프릴릴메티콘,21,occlusive|silicone,exact|keyword:silicone,True
글라이신,20,humectant,exact,True
세라마이드에이피,20,barrier,exact|keyword:barrier,True
에틸헥실팔미테이트,20,emollient,exact|keyword:emollient,True
사이아노코발아민,19,,,False
아세틸헥사펩타이드-8,19,active|peptide,exact|keyword:active|keyword:peptide,True
아이소노닐아이소노나노에이트,19,emollient,exact|keyword:emollient,True
피이지-100스테아레이트,19,,,False
글리세릴스테아레이트시트레이트,18,,,False
레시틴,18,barrier,exact|keyword:barrier,True
세테아릴글루코사이드,18,,,False
인도멀구슬나무꽃추출물,18,botanical_extract,keyword:botanical_extract,True
인도멀구슬나무잎추출물,18,botanical_extract,keyword:botanical_extract,True
자일리톨,18,humectant,exact|keyword:humectant,True
카퍼트라이펩타이드-1,18,active|peptide,exact|keyword:active|keyword:peptide,True
호호바에스터,18,emollient,exact|keyword:emollient,True
녹차추출물,17,botanical_extract|soothing,keyword:soothing|keyword:botanical_extract,True
세라마이드이오피,17,barrier,exact|keyword:barrier,True
아스코빅애씨드,17,active,exact|keyword:active,True
울금뿌리추출물,17,botanical_extract,keyword:botanical_extract,True
치자추출물,17,botanical_extract,keyword:botanical_extract,True
칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물,17,,,False
트라이소듐에틸렌다이아민다이석시네이트,17,,,False
트라이에틸헥사노인,17,emollient,exact,True
프로필렌글라이콜,17,,,False
글루타믹애씨드,16,,,False
글리세릴스테아레이트에스이,16,,,False
락토바실러스발효물,16,,,False
말토덱스트린,16,,,False
세라마이드에이에스,16,barrier,exact|keyword:barrier,True
세라마이드엔에스,16,barrier,exact|keyword:barrier,True
소듐하이드록사이드,16,,,False
황련뿌리추출물,16,botanical_extract,keyword:botanical_extract,True
다이글리세린,15,,,False
다이메티콘/비닐다이메티콘크로스폴리머,15,occlusive|silicone,keyword:occlusive|keyword:silicone,True
돌콩오일,15,oil_butter,keyword:oil_butter,True
사이클로헥사실록세인,15,occlusive|silicone,exact|keyword:occlusive|keyword:silicone,True
세린,15,,,False
소듐시트레이트,15,,,False
소듐폴리아크릴로일다이메틸타우레이트,15,,,False
참산호말추출물,15,botanical_extract,keyword:botanical_extract,True
폴리글리세릴-10올리에이트,15,,,False
하이드롤라이즈드엘라스틴,15,,,False
호호바씨오일,15,oil_butter,keyword:oil_butter,True
홀리바질잎추출물,15,botanical_extract,keyword:botanical_extract,True
황금추출물,15,botanical_extract,keyword:botanical_extract,True
마카다미아씨오일,14,oil_butter,keyword:oil_butter,True
메도우폼씨오일,14,oil_butter,keyword:oil_butter,True
사이클로펜타실록세인,14,occlusive|silicone,exact|keyword:occlusive|keyword:silicone,True
에리스리톨,14,,,False
에스에이치-올리고펩타이드-1,14,active|peptide,keyword:active|keyword:peptide,True
페녹시에탄올,14,,,False
페닐트라이메티콘,14,silicone,keyword:silicone,True
폴리글리세릴-10스테아레이트,14,,,False
폴리아크릴레이트-13,14,,,False
피브이엠/엠에이코폴리머,14,,,False
베타-시토스테롤,13,,,False
솔비톨,13,humectant,exact|keyword:humectant,True
팔미토일펜타펩타이드-4,13,active|peptide,keyword:active|keyword:peptide,True
폴리솔베이트60,13,,,False
"2,3-부탄다이올",12,,,False
베르가모트오일,12,oil_butter,keyword:oil_butter,True
비사보롤,12,,,False
쇠비름추출물,12,botanical_extract,keyword:botanical_extract,True
시트로넬올,12,fragrance,exact|keyword:fragrance,True
약모밀추출물,12,botanical_extract|soothing,keyword:soothing|keyword:botanical_extract,True
옥틸도데칸올,12,,,False
카프릴로일살리실릭애씨드,12,acid_exfoliant|active,exact|keyword:active|keyword:acid_exfoliant,True
티타늄디옥사이드,12,,,False
폴리글리세린-3,12,,,False
폴리글리세릴-3다이스테아레이트,12,,,False
C12-16알코올,11,,,False
가지열매추출물,11,botanical_extract,keyword:botanical_extract,True
글루코노락톤,11,acid_exfoliant|active,exact|keyword:active|keyword:acid_exfoliant,True
미리스틱애씨드,11,,,False
셀룰로오스,11,,,False
아이비고드열매추출물,11,botanical_extract,keyword:botanical_extract,True
알라닌,11,,,False
올레익애씨드,11,,,False
클로렐라 불가리스추출물,11,botanical_extract,keyword:botanical_extract,True
트라넥사믹애씨드,11,active,exact|keyword:active,True
폴리글리세릴-4카프레이트,11,,,False
글리세레스-26,10,,,False
라벤더오일,10,oil_butter,keyword:oil_butter,True
락토바실러스발효용해물,10,,,False
로즈마리잎오일,10,oil_butter,keyword:oil_butter,True
소듐아스코빌포스페이트,10,active,exact|keyword:active,True
소듐클로라이드,10,,,False
스페인감초뿌리추출물,10,botanical_extract|soothing,keyword:soothing|keyword:botanical_extract,True
잇꽃꽃추출물,10,botanical_extract,keyword:botanical_extract,True
퀸즈랜드넛오일,10,oil_butter,keyword:oil_butter,True
팔미토일트라이펩타이드-1,10,active|peptide,keyword:active|keyword:peptide,True
팔미토일트라이펩타이드-5,10,active|peptide,keyword:active|keyword:peptide,True
폴리아크릴레이트크로스폴리머-6,10,,,False
폴리쿼터늄-51,10,,,False
하이드록시에틸셀룰로오스,10,,,False
하이드롤라이즈드글라이코사미노글리칸,10,,,False
3-O-에틸아스코빅애씨드,9,active,exact|keyword:active,True
마그네슘설페이트,9,,,False
미리스토일/팔미토일옥소스테아라마이드/아라카마이드엠이에이,9,,,False
바쿠치올,9,active,exact|keyword:active,True
비즈왁스,9,occlusive,exact|keyword:occlusive,True
살리실릭애씨드,9,acid_exfoliant|active,exact|keyword:active|keyword:acid_exfoliant,True
솔비탄세스퀴올리에이트,9,,,False
솔비탄올리에이트,9,,,False
수크로오스스테아레이트,9,,,False
시트랄,9,fragrance,exact|keyword:fragrance,True
아이소도데케인,9,,,False
아이소헥사데칸,9,,,False
잇꽃씨오일,9,oil_butter,keyword:oil_butter,True
카카오추출물,9,botanical_extract,keyword:botanical_extract,True
카페인,9,active,exact|keyword:active,True
카프릴릴/카프릴글루코사이드,9,,,False
트라이소듐이디티에이,9,,,False
트라이펩타이드-1,9,active|peptide,exact|keyword:active|keyword:peptide,True
폴리글루타믹애씨드,9,humectant,keyword:humectant,True
프룩토오스,9,,,False
효모발효여과물,9,,,False
히스티딘,9,,,False
글라이코리피드,8,,,False
다시마추출물,8,botanical_extract,keyword:botanical_extract,True
다이메틸실란올하이알루로네이트,8,humectant,keyword:humectant,True
당느릅나무뿌리추출물,8,botanical_extract,keyword:botanical_extract,True
라우릭애씨드,8,,,False
마트리카리아꽃추출물,8,botanical_extract|soothing,keyword:soothing|keyword:botanical_extract,True
바이오사카라이드검-1,8,,,False
백미꽃추출물,8,botanical_extract,keyword:botanical_extract,True
베타-카로틴,8,,,False
벤질글라이콜,8,,,False
부틸렌글라이콜다이카프릴레이트/다이카프레이트,8,,,False
세틸팔미테이트,8,emollient,keyword:emollient,True
소듐피씨에이,8,humectant,exact|keyword:humectant,True
소듐하이알루로네이트다이메틸실란올,8,humectant,keyword:humectant,True
솔비탄스테아레이트,8,,,False
수용성콜라겐,8,humectant,keyword:humectant,True
수크로오스,8,,,False
아보카도오일,8,oil_butter,keyword:oil_butter,True
아세틸다이펩타이드-1세틸에스터,8,active|peptide,keyword:active|keyword:peptide,True
아스파틱애씨드,8,,,False
알로에베라꽃추출물,8,botanical_extract|soothing,keyword:soothing|keyword:botanical_extract,True
에톡시다이글라이콜,8,,,False
오렌지껍질오일,8,oil_butter,keyword:oil_butter,True
옥수수전분,8,,,False
카놀라오일,8,oil_butter,keyword:oil_butter,True
카카오씨추출물,8,botanical_extract,keyword:botanical_extract,True
캐모마일꽃오일,8,oil_butter|soothing,keyword:soothing|keyword:oil_butter,True
커피콩추출물,8,botanical_extract,keyword:botanical_extract,True
트레오닌,8,,,False
티트리잎추출물,8,botanical_extract,keyword:botanical_extract,True
팔미토일테트라펩타이드-7,8,active|peptide,keyword:active|keyword:peptide,True
폴리글리세릴-2스테아레이트,8,,,False
폴리아이소부텐,8,emollient|occlusive,keyword:emollient|keyword:occlusive,True
다마스크장미꽃수,7,,,False
다발방패버섯추출물,7,botanical_extract,keyword:botanical_extract,True
다이아이소스테아릴말레이트,7,,,False
당근추출물,7,botanical_extract,keyword:botanical_extract,True
람노오스,7,,,False
레스베라트롤,7,,,False
레티놀,7,active,exact|keyword:active,True
로즈마리잎추출물,7,botanical_extract,keyword:botanical_extract,True
멕시칸주니퍼오일,7,oil_butter,keyword:oil_butter,True
미네랄오일,7,occlusive|oil_butter,exact|keyword:occlusive|keyword:oil_butter,True
미리스틸알코올,7,,,False
벤질벤조에이트,7,fragrance,exact|keyword:fragrance,True
병풀꽃/잎/줄기추출물,7,botanical_extract|soothing,keyword:soothing|keyword:botanical_extract,True
센티드제라늄꽃오일,7,oil_butter,keyword:oil_butter,True
소듐메타포스페이트,7,,,False
소듐아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,7,,,False
스핑고모나스발효추출물,7,barrier|botanical_extract,keyword:barrier|keyword:botanical_extract,True
안하이드로자일리톨,7,humectant,keyword:humectant,True
온천수,7,,,False
자일리틸글루코사이드,7,,,False
징크글루코네이트,7,,,False
캐스터오일/아이피디아이코폴리머,7,,,False
코코넛야자오일,7,oil_butter,keyword:oil_butter,True
트라이데세스-10,7,,,False
트라이하이드록시스테아린,7,,,False
펜타에리스리틸테트라아이소스테아레이트,7,,,False
폴리글리세릴-4올리에이트,7,,,False
피토스테릴/베헤닐/옥틸도데실라우로일글루타메이트,7,,,False
하이드록시에틸우레아,7,,,False
하이드록시프로필비스팔미타마이드엠이에이,7,,,False
헥사펩타이드-9,7,active|peptide,keyword:active|keyword:peptide,True
헥실신남알,7,fragrance,exact|keyword:fragrance,True
호장근뿌리추출물,7,botanical_extract,keyword:botanical_extract,True
흰버드나무껍질추출물,7,botanical_extract,keyword:botanical_extract,True
광곽향오일,6,oil_butter,keyword:oil_butter,True
글리세릴폴리메타크릴레이트,6,,,False
노나펩타이드-1,6,active|peptide,keyword:active|keyword:peptide,True
다이페닐실록시페닐트라이메티콘,6,silicone,keyword:silicone,True
라우릴알코올,6,,,False
레틴알,6,active,exact|keyword:active,True
리놀레익애씨드,6,barrier,exact|keyword:barrier,True
말라카이트추출물,6,botanical_extract,keyword:botanical_extract,True
메틸다이아이소프로필프로피온아마이드,6,,,False
바이오틴,6,,,False
밤껍질추출물,6,botanical_extract,keyword:botanical_extract,True
병풀뿌리추출물,6,botanical_extract|soothing,keyword:soothing|keyword:botanical_extract,True
병풀잎수,6,soothing,keyword:soothing,True
살비아오일,6,oil_butter,keyword:oil_butter,True
서양송악잎/줄기추출물,6,botanical_extract,keyword:botanical_extract,True
세라마이드엔지,6,barrier,keyword:barrier,True
셀룰로오스검,6,,,False
소듐메타바이설파이트,6,,,False
소듐포스페이트,6,,,False
스테아릴다이메티콘,6,occlusive|silicone,keyword:occlusive|keyword:silicone,True
스핑고리피드,6,barrier,keyword:barrier,True
아라비아고무나무검,6,,,False
아세틸테트라펩타이드-5,6,active|peptide,keyword:active|keyword:peptide,True
아스코빌글루코사이드,6,active,exact|keyword:active,True
아이소펜틸다이올,6,,,False
알파-알부틴,6,active,keyword:active,True
에탄올,6,,,False
유비퀴논,6,active,exact|keyword:active,True
유채스테롤,6,,,False
자작나무수액,6,botanical_extract,keyword:botanical_extract,True
접시꽃추출물,6,botanical_extract,keyword:botanical_extract,True
징크피씨에이,6,,,False
참마뿌리추출물,6,botanical_extract,keyword:botanical_extract,True
코코-카프릴레이트/카프레이트,6,,,False
콜라겐아미노산,6,,,False
판토락톤,6,,,False
포스파티딜콜린,6,,,False
포타슘솔베이트,6,,,False
포타슘하이드록사이드,6,,,False
폴리글리세릴-6다이스테아레이트,6,,,False
