thema,canonical_name,제품에_함유된_개수,테마별_전체_제품수,함유비율
기타/강조문구 약함,정제수,24,24,1.0
기타/강조문구 약함,글리세린,22,24,0.917
기타/강조문구 약함,부틸렌글라이콜,19,24,0.792
기타/강조문구 약함,"1,2-헥산다이올",19,24,0.792
기타/강조문구 약함,프로판다이올,16,24,0.667
기타/강조문구 약함,에틸헥실글리세린,14,24,0.583
기타/강조문구 약함,나이아신아마이드,13,24,0.542
기타/강조문구 약함,카프릴릭/카프릭트라이글리세라이드,13,24,0.542
기타/강조문구 약함,토코페롤,13,24,0.542
기타/강조문구 약함,소듐하이알루로네이트,12,24,0.5
기타/강조문구 약함,아데노신,12,24,0.5
기타/강조문구 약함,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,12,24,0.5
기타/강조문구 약함,판테놀,11,24,0.458
기타/강조문구 약함,카보머,11,24,0.458
기타/강조문구 약함,잔탄검,11,24,0.458
기타/강조문구 약함,글리세릴스테아레이트,11,24,0.458
기타/강조문구 약함,세테아릴알코올,10,24,0.417
기타/강조문구 약함,카프릴릴글라이콜,10,24,0.417
기타/강조문구 약함,하이드롤라이즈드하이알루로닉애씨드,10,24,0.417
기타/강조문구 약함,다이메티콘,10,24,0.417
기타/강조문구 약함,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,10,24,0.417
기타/강조문구 약함,다이소듐이디티에이,9,24,0.375
기타/강조문구 약함,솔비탄올리베이트,9,24,0.375
기타/강조문구 약함,하이드로제네이티드레시틴,9,24,0.375
기타/강조문구 약함,트로메타민,9,24,0.375
기타/강조문구 약함,하이드로제네이티드폴리데센,7,24,0.292
기타/강조문구 약함,알지닌,7,24,0.292
기타/강조문구 약함,세테아릴올리베이트,7,24,0.292
기타/강조문구 약함,스쿠알란,7,24,0.292
기타/강조문구 약함,스테아릭애씨드,7,24,0.292
기타/강조문구 약함,폴리메틸실세스퀴옥세인,7,24,0.292
기타/강조문구 약함,향료,7,24,0.292
기타/강조문구 약함,다이메티콘올,7,24,0.292
기타/강조문구 약함,시트릭애씨드,6,24,0.25
기타/강조문구 약함,C14-22알코올,6,24,0.25
기타/강조문구 약함,하이드록시아세토페논,6,24,0.25
기타/강조문구 약함,베타-글루칸,6,24,0.25
기타/강조문구 약함,세라마이드엔피,6,24,0.25
기타/강조문구 약함,황련뿌리추출물,6,24,0.25
기타/강조문구 약함,C12-20알킬글루코사이드,6,24,0.25
기타/강조문구 약함,리날룰,6,24,0.25
기타/강조문구 약함,리모넨,6,24,0.25
기타/강조문구 약함,다이프로필렌글라이콜,6,24,0.25
기타/강조문구 약함,비닐다이메티콘,5,24,0.208
기타/강조문구 약함,펜틸렌글라이콜,5,24,0.208
기타/강조문구 약함,마데카소사이드,5,24,0.208
기타/강조문구 약함,하이알루로닉애씨드,5,24,0.208
기타/강조문구 약함,소듐아세틸레이티드하이알루로네이트,5,24,0.208
기타/강조문구 약함,비사보롤,5,24,0.208
기타/강조문구 약함,다이카프릴릴카보네이트,5,24,0.208
기타/강조문구 약함,알란토인,4,24,0.167
기타/강조문구 약함,사이아노코발아민,4,24,0.167
기타/강조문구 약함,솔비탄아이소스테아레이트,4,24,0.167
기타/강조문구 약함,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,4,24,0.167
기타/강조문구 약함,올리브오일,4,24,0.167
기타/강조문구 약함,병풀추출물,4,24,0.167
기타/강조문구 약함,돌콩오일,4,24,0.167
기타/강조문구 약함,팔미틱애씨드,4,24,0.167
기타/강조문구 약함,시트로넬올,4,24,0.167
기타/강조문구 약함,바쿠치올,4,24,0.167
기타/강조문구 약함,실리카,4,24,0.167
기타/강조문구 약함,황금추출물,4,24,0.167
기타/강조문구 약함,벤질벤조에이트,4,24,0.167
기타/강조문구 약함,포타슘하이드록사이드,4,24,0.167
기타/강조문구 약함,소듐메타바이설파이트,4,24,0.167
기타/강조문구 약함,하이드록시에틸우레아,4,24,0.167
기타/강조문구 약함,에피갈로카테킨갈레이트,4,24,0.167
기타/강조문구 약함,피이지-100스테아레이트,4,24,0.167
기타/강조문구 약함,트라이에틸헥사노인,4,24,0.167
기타/강조문구 약함,티타늄디옥사이드,4,24,0.167
기타/강조문구 약함,시어버터,4,24,0.167
기타/강조문구 약함,하이드록시프로필트라이모늄하이알루로네이트,3,24,0.125
기타/강조문구 약함,덱스트린,3,24,0.125
기타/강조문구 약함,세틸팔미테이트,3,24,0.125
기타/강조문구 약함,토코페릴아세테이트,3,24,0.125
기타/강조문구 약함,소듐파이테이트,3,24,0.125
기타/강조문구 약함,소듐스테아로일글루타메이트,3,24,0.125
기타/강조문구 약함,레스베라트롤,3,24,0.125
기타/강조문구 약함,카프릴릴메티콘,3,24,0.125
기타/강조문구 약함,페녹시에탄올,3,24,0.125
기타/강조문구 약함,소듐하이드록사이드,3,24,0.125
기타/강조문구 약함,슈도알테로모나스발효추출물,3,24,0.125
기타/강조문구 약함,살리실릭애씨드,3,24,0.125
기타/강조문구 약함,트레오닌,3,24,0.125
기타/강조문구 약함,만델릭애씨드,3,24,0.125
기타/강조문구 약함,모란뿌리추출물,3,24,0.125
기타/강조문구 약함,헥실신남알,3,24,0.125
기타/강조문구 약함,시트룰린,3,24,0.125
기타/강조문구 약함,적색산화철,3,24,0.125
기타/강조문구 약함,글라이코젠,3,24,0.125
기타/강조문구 약함,왜당귀뿌리추출물,3,24,0.125
기타/강조문구 약함,하이드로제네이티드폴리아이소부텐,3,24,0.125
기타/강조문구 약함,알라닌,3,24,0.125
기타/강조문구 약함,시스테인에이치씨엘,3,24,0.125
기타/강조문구 약함,삽주뿌리줄기추출물,3,24,0.125
기타/강조문구 약함,마이카,3,24,0.125
기타/강조문구 약함,복숭아씨추출물,3,24,0.125
기타/강조문구 약함,피씨에이,3,24,0.125
기타/강조문구 약함,히스티딘에이치씨엘,3,24,0.125
기타/강조문구 약함,헥실레조시놀,3,24,0.125
기타/강조문구 약함,크리신,3,24,0.125
기타/강조문구 약함,하이드록시데실유비퀴논,3,24,0.125
기타/강조문구 약함,수크로오스,3,24,0.125
기타/강조문구 약함,소듐파이루베이트,3,24,0.125
기타/강조문구 약함,트레할로오스,3,24,0.125
기타/강조문구 약함,폴리글리세릴-10올리에이트,3,24,0.125
기타/강조문구 약함,트라이소듐이디티에이,3,24,0.125
기타/강조문구 약함,유비퀴논,3,24,0.125
기타/강조문구 약함,스페인감초뿌리추출물,3,24,0.125
기타/강조문구 약함,만니톨,3,24,0.125
기타/강조문구 약함,글루타믹애씨드,3,24,0.125
기타/강조문구 약함,베헤닐알코올,3,24,0.125
기타/강조문구 약함,펜타에리스리틸테트라에틸헥사노에이트,3,24,0.125
기타/강조문구 약함,하이드록시시트로넬알,3,24,0.125
기타/강조문구 약함,아스코빌글루코사이드,3,24,0.125
기타/강조문구 약함,아라키딜글루코사이드,3,24,0.125
기타/강조문구 약함,라이신에이치씨엘,3,24,0.125
기타/강조문구 약함,작약뿌리추출물,3,24,0.125
기타/강조문구 약함,세린,3,24,0.125
기타/강조문구 약함,트라넥사믹애씨드,3,24,0.125
기타/강조문구 약함,헥실데실에틸헥사노에이트,3,24,0.125
기타/강조문구 약함,폴리다틴,3,24,0.125
기타/강조문구 약함,질경이추출물,3,24,0.125
기타/강조문구 약함,아라키딜알코올,3,24,0.125
기타/강조문구 약함,폴리글리세릴-3메틸글루코오스다이스테아레이트,3,24,0.125
기타/강조문구 약함,페닐트라이메티콘,3,24,0.125
기타/강조문구 약함,글루코오스,3,24,0.125
기타/강조문구 약함,글리세릴아크릴레이트/아크릴릭애씨드코폴리머,3,24,0.125
기타/강조문구 약함,소듐하이알루로네이트크로스폴리머,3,24,0.125
기타/강조문구 약함,베타인,3,24,0.125
기타/강조문구 약함,아이소노닐아이소노나노에이트,3,24,0.125
기타/강조문구 약함,소듐시트레이트,2,24,0.083
기타/강조문구 약함,바이오사카라이드검-1,2,24,0.083
기타/강조문구 약함,쿼세틴,2,24,0.083
기타/강조문구 약함,글루타티온,2,24,0.083
기타/강조문구 약함,식물성스쿠알란,2,24,0.083
기타/강조문구 약함,메틸카프로오일타이로지네이트,2,24,0.083
기타/강조문구 약함,카놀라오일,2,24,0.083
기타/강조문구 약함,미리스토일/팔미토일옥소스테아라마이드/아라카마이드엠이에이,2,24,0.083
기타/강조문구 약함,피토스테롤,2,24,0.083
기타/강조문구 약함,솔비탄팔미테이트,2,24,0.083
기타/강조문구 약함,폴리글리세릴-10다이스테아레이트,2,24,0.083
기타/강조문구 약함,탄닉애씨드,2,24,0.083
기타/강조문구 약함,녹차수,2,24,0.083
기타/강조문구 약함,폴리쿼터늄-51,2,24,0.083
기타/강조문구 약함,소듐디엔에이,2,24,0.083
기타/강조문구 약함,병풀잎수,2,24,0.083
기타/강조문구 약함,티트리잎수,2,24,0.083
기타/강조문구 약함,트라이소듐에틸렌다이아민다이석시네이트,2,24,0.083
기타/강조문구 약함,클로페네신,2,24,0.083
기타/강조문구 약함,해바라기씨오일,2,24,0.083
기타/강조문구 약함,살구씨오일,2,24,0.083
기타/강조문구 약함,세틸알코올,2,24,0.083
기타/강조문구 약함,비피다발효용해물,2,24,0.083
기타/강조문구 약함,메틸프로판다이올,2,24,0.083
기타/강조문구 약함,락토바실러스발효물,2,24,0.083
기타/강조문구 약함,하이드롤라이즈드식물성단백질,2,24,0.083
기타/강조문구 약함,세틸에틸헥사노에이트,2,24,0.083
기타/강조문구 약함,폴리글리세릴-10라우레이트,2,24,0.083
기타/강조문구 약함,옥수수전분,2,24,0.083
기타/강조문구 약함,스핑고모나스발효추출물,2,24,0.083
기타/강조문구 약함,아세틸다이펩타이드-1세틸에스터,2,24,0.083
기타/강조문구 약함,단삼뿌리추출물,2,24,0.083
기타/강조문구 약함,프로필렌글라이콜,2,24,0.083
기타/강조문구 약함,글리세릴글루코사이드,2,24,0.083
기타/강조문구 약함,다이포타슘글리시리제이트,2,24,0.083
기타/강조문구 약함,메나다이온,2,24,0.083
기타/강조문구 약함,포타슘하이알루로네이트,2,24,0.083
기타/강조문구 약함,하이드롤라이즈드소듐하이알루로네이트,2,24,0.083
기타/강조문구 약함,폴리글리세릴-10다이아이소스테아레이트,2,24,0.083
기타/강조문구 약함,아스타잔틴,2,24,0.083
기타/강조문구 약함,해마토코쿠스 플루비알리스오일,2,24,0.083
기타/강조문구 약함,알지닌/라이신폴리펩타이드,1,24,0.042
기타/강조문구 약함,폴리글리세릴-10스테아레이트,1,24,0.042
기타/강조문구 약함,트라이데세스-10,1,24,0.042
기타/강조문구 약함,데실글루코사이드,1,24,0.042
기타/강조문구 약함,약모밀추출물,1,24,0.042
기타/강조문구 약함,하이드록시에틸셀룰로오스,1,24,0.042
기타/강조문구 약함,소듐폴리아크릴로일다이메틸타우레이트,1,24,0.042
기타/강조문구 약함,양파추출물,1,24,0.042
기타/강조문구 약함,치자추출물,1,24,0.042
기타/강조문구 약함,솔비톨,1,24,0.042
기타/강조문구 약함,페룰릭애씨드,1,24,0.042
기타/강조문구 약함,소듐아스코빌포스페이트,1,24,0.042
기타/강조문구 약함,수크로오스스테아레이트,1,24,0.042
기타/강조문구 약함,비스-피이지-18메틸에터다이메틸실레인,1,24,0.042
기타/강조문구 약함,미리스틸미리스테이트,1,24,0.042
기타/강조문구 약함,하이드록시팔미토일스핑가닌,1,24,0.042
기타/강조문구 약함,로즈마리잎추출물,1,24,0.042
기타/강조문구 약함,아보카도오일,1,24,0.042
기타/강조문구 약함,쌀겨오일,1,24,0.042
기타/강조문구 약함,피이지-8스테아레이트,1,24,0.042
기타/강조문구 약함,스위트아몬드오일,1,24,0.042
기타/강조문구 약함,미리스틱애씨드,1,24,0.042
기타/강조문구 약함,스테아릴알코올,1,24,0.042
기타/강조문구 약함,아이소도데케인,1,24,0.042
기타/강조문구 약함,효모발효여과물,1,24,0.042
기타/강조문구 약함,복숭아수,1,24,0.042
기타/강조문구 약함,복사나무꽃추출물,1,24,0.042
기타/강조문구 약함,호호바에스터,1,24,0.042
기타/강조문구 약함,수용성콜라겐,1,24,0.042
기타/강조문구 약함,펙틴,1,24,0.042
기타/강조문구 약함,갈락토미세스발효여과물,1,24,0.042
기타/강조문구 약함,말토덱스트린,1,24,0.042
기타/강조문구 약함,복숭아추출물,1,24,0.042
기타/강조문구 약함,카카오추출물,1,24,0.042
기타/강조문구 약함,글리세릴스테아레이트시트레이트,1,24,0.042
기타/강조문구 약함,하이드록시프로필스타치포스페이트,1,24,0.042
기타/강조문구 약함,폴리글리세릴-3다이스테아레이트,1,24,0.042
기타/강조문구 약함,에틸셀룰로오스,1,24,0.042
기타/강조문구 약함,다시마추출물,1,24,0.042
기타/강조문구 약함,꿀풀추출물,1,24,0.042
기타/강조문구 약함,프룩탄,1,24,0.042
기타/강조문구 약함,한련초잎추출물,1,24,0.042
기타/강조문구 약함,프룩토올리고사카라이드,1,24,0.042
기타/강조문구 약함,초유,1,24,0.042
기타/강조문구 약함,아이소스테아릴알코올,1,24,0.042
기타/강조문구 약함,블래더랙추출물,1,24,0.042
기타/강조문구 약함,사이클로헥사실록세인,1,24,0.042
기타/강조문구 약함,이노시톨,1,24,0.042
기타/강조문구 약함,부틸렌글라이콜코코에이트,1,24,0.042
기타/강조문구 약함,해수,1,24,0.042
기타/강조문구 약함,소듐살리실레이트,1,24,0.042
기타/강조문구 약함,다이카프릴릴에터,1,24,0.042
기타/강조문구 약함,피이지-10다이메티콘,1,24,0.042
기타/강조문구 약함,타마린드씨검,1,24,0.042
기타/강조문구 약함,피이지-240/에이치디아이코폴리머비스-데실테트라데세스-20에터,1,24,0.042
기타/강조문구 약함,소듐바이카보네이트,1,24,0.042
기타/강조문구 약함,올리브나무잎추출물,1,24,0.042
기타/강조문구 약함,하이드롤라이즈드콘키올린단백질,1,24,0.042
기타/강조문구 약함,아가,1,24,0.042
기타/강조문구 약함,아이소세테스-10,1,24,0.042
기타/강조문구 약함,비에이치티,1,24,0.042
기타/강조문구 약함,락틱애씨드,1,24,0.042
기타/강조문구 약함,메틸파라벤,1,24,0.042
기타/강조문구 약함,하이드로제네이티드코코넛오일,1,24,0.042
기타/강조문구 약함,인삼수,1,24,0.042
기타/강조문구 약함,쌀겨수,1,24,0.042
기타/강조문구 약함,구기자추출물,1,24,0.042
기타/강조문구 약함,꿀추출물,1,24,0.042
기타/강조문구 약함,진흙버섯추출물,1,24,0.042
기타/강조문구 약함,부틸렌글라이콜다이카프릴레이트/다이카프레이트,1,24,0.042
기타/강조문구 약함,무씨추출물,1,24,0.042
기타/강조문구 약함,카카오씨추출물,1,24,0.042
기타/강조문구 약함,잇꽃씨오일,1,24,0.042
기타/강조문구 약함,폴리솔베이트20,1,24,0.042
기타/강조문구 약함,암모늄폴리아크릴로일다이메틸타우레이트,1,24,0.042
기타/강조문구 약함,카프릴릭/카프릭/미리스틱/스테아릭트라이글리세라이드,1,24,0.042
기타/강조문구 약함,소듐메타포스페이트,1,24,0.042
기타/강조문구 약함,메틸트라이메티콘,1,24,0.042
기타/강조문구 약함,포타슘세틸포스페이트,1,24,0.042
기타/강조문구 약함,글리세릴카프릴레이트,1,24,0.042
기타/강조문구 약함,코코넛야자오일,1,24,0.042
기타/강조문구 약함,글루코노락톤,1,24,0.042
기타/강조문구 약함,호호바씨오일,1,24,0.042
기타/강조문구 약함,코코-카프릴레이트/카프레이트,1,24,0.042
기타/강조문구 약함,다마스크장미꽃추출물,1,24,0.042
기타/강조문구 약함,폴리글리세린-3,1,24,0.042
기타/강조문구 약함,소듐구아이아줄렌설포네이트,1,24,0.042
기타/강조문구 약함,마트리카리아꽃추출물,1,24,0.042
기타/강조문구 약함,아시아틱애씨드,1,24,0.042
기타/강조문구 약함,암모늄아크릴로일다이메틸타우레이트/베헤네스-25메타크라일레이트크로스폴리머,1,24,0.042
기타/강조문구 약함,피씨에이다이메티콘,1,24,0.042
기타/강조문구 약함,마데카식애씨드,1,24,0.042
기타/강조문구 약함,쇠비름추출물,1,24,0.042
기타/강조문구 약함,아시아티코사이드,1,24,0.042
기타/강조문구 약함,멘톡시프로판다이올,1,24,0.042
기타/강조문구 약함,사코신,1,24,0.042
기타/강조문구 약함,하이드록시에틸피페라진에탄설포닉애씨드,1,24,0.042
기타/강조문구 약함,테트라소듐이디티에이,1,24,0.042
기타/강조문구 약함,다이메틸실란올하이알루로네이트,1,24,0.042
기타/강조문구 약함,유자추출물,1,24,0.042
기타/강조문구 약함,록샘파이어캘러스배양여과물,1,24,0.042
기타/강조문구 약함,옥타데케인,1,24,0.042
기타/강조문구 약함,산소,1,24,0.042
기타/강조문구 약함,쿠마린,1,24,0.042
기타/강조문구 약함,히비스커스꽃추출물,1,24,0.042
기타/강조문구 약함,소듐하이알루로네이트다이메틸실란올,1,24,0.042
기타/강조문구 약함,락틱애씨드/글라이콜릭애씨드코폴리머,1,24,0.042
기타/강조문구 약함,유제놀,1,24,0.042
기타/강조문구 약함,폴릭애씨드,1,24,0.042
기타/강조문구 약함,아스코빅애씨드,1,24,0.042
기타/강조문구 약함,올레익애씨드,1,24,0.042
기타/강조문구 약함,리보플라빈,1,24,0.042
기타/강조문구 약함,락토바실러스/소이밀크발효여과물,1,24,0.042
기타/강조문구 약함,황벽나무껍질추출물,1,24,0.042
기타/강조문구 약함,리놀레닉애씨드,1,24,0.042
기타/강조문구 약함,아모다이메티콘,1,24,0.042
기타/강조문구 약함,바실러스/소이빈발효추출물,1,24,0.042
기타/강조문구 약함,무화과추출물,1,24,0.042
기타/강조문구 약함,베르가모트오일,1,24,0.042
기타/강조문구 약함,변성알코올,1,24,0.042
기타/강조문구 약함,맥아추출물,1,24,0.042
기타/강조문구 약함,락토바실러스/호밀가루발효물,1,24,0.042
기타/강조문구 약함,티아민에이치씨엘,1,24,0.042
기타/강조문구 약함,피리독신,1,24,0.042
기타/강조문구 약함,마그네슘클로라이드,1,24,0.042
기타/강조문구 약함,리놀레익애씨드,1,24,0.042
기타/강조문구 약함,판토테닉애씨드,1,24,0.042
기타/강조문구 약함,캐스터오일/아이피디아이코폴리머,1,24,0.042
기타/강조문구 약함,글리세릴스테아레이트에스이,1,24,0.042
기타/강조문구 약함,C13-14아이소알케인,1,24,0.042
기타/강조문구 약함,하이드롤라이즈드콩단백질,1,24,0.042
기타/강조문구 약함,트로폴론,1,24,0.042
기타/강조문구 약함,폴리아크릴아마이드,1,24,0.042
기타/강조문구 약함,라우레스-7,1,24,0.042
기타/강조문구 약함,트라이에탄올아민,1,24,0.042
기타/강조문구 약함,스테아레스-10,1,24,0.042
기타/강조문구 약함,비즈왁스,1,24,0.042
기타/강조문구 약함,알로에베라잎추출물,1,24,0.042
기타/강조문구 약함,미네랄오일,1,24,0.042
기타/강조문구 약함,아이소세틸스테아레이트,1,24,0.042
기타/강조문구 약함,아세틸헥사펩타이드-8,1,24,0.042
기타/강조문구 약함,팔미토일펜타펩타이드-4,1,24,0.042
기타/강조문구 약함,카르노신,1,24,0.042
기타/강조문구 약함,폴리락틱애씨드,1,24,0.042
기타/강조문구 약함,아세틸테트라펩타이드-3,1,24,0.042
기타/강조문구 약함,아세틸테트라펩타이드-5,1,24,0.042
기타/강조문구 약함,팔미토일트라이펩타이드-5,1,24,0.042
기타/강조문구 약함,아세틸테트라펩타이드-2,1,24,0.042
기타/강조문구 약함,팔미토일트라이펩타이드-1,1,24,0.042
기타/강조문구 약함,카퍼트라이펩타이드-1,1,24,0.042
기타/강조문구 약함,노나펩타이드-1,1,24,0.042
기타/강조문구 약함,아세틸옥타펩타이드-3,1,24,0.042
기타/강조문구 약함,하이드롤라이즈드콜라겐,1,24,0.042
기타/강조문구 약함,아세틸테트라펩타이드-9,1,24,0.042
기타/강조문구 약함,아텔로콜라겐,1,24,0.042
기타/강조문구 약함,트라이메틸펜타페닐트라이실록세인,1,24,0.042
기타/강조문구 약함,칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물,1,24,0.042
기타/강조문구 약함,아스코빅애씨드폴리펩타이드,1,24,0.042
기타/강조문구 약함,락토바실러스발효용해물,1,24,0.042
기타/강조문구 약함,세라마이드엔에스,1,24,0.042
기타/강조문구 약함,마그네슘설페이트,1,24,0.042
기타/강조문구 약함,세라마이드이오피,1,24,0.042
기타/강조문구 약함,솔비탄세스퀴올리에이트,1,24,0.042
기타/강조문구 약함,폴리글리세릴-6올리에이트,1,24,0.042
기타/강조문구 약함,세라마이드에이피,1,24,0.042
기타/강조문구 약함,세라마이드에이에스,1,24,0.042
기타/강조문구 약함,오리스뿌리추출물,1,24,0.042
기타/강조문구 약함,서양송악잎/줄기추출물,1,24,0.042
기타/강조문구 약함,폴리글리세릴-4올리에이트,1,24,0.042
기타/강조문구 약함,폴리하이드록시스테아릭애씨드,1,24,0.042
기타/강조문구 약함,멜론추출물,1,24,0.042
기타/강조문구 약함,콜레스테롤,1,24,0.042
기타/강조문구 약함,서양배추출물,1,24,0.042
기타/강조문구 약함,비피다발효여과물,1,24,0.042
기타/강조문구 약함,다마스크장미꽃수,1,24,0.042
기타/강조문구 약함,피토스핑고신,1,24,0.042
남성·포맨,소듐하이알루로네이트,3,3,1.0
남성·포맨,부틸렌글라이콜,3,3,1.0
남성·포맨,정제수,3,3,1.0
남성·포맨,"1,2-헥산다이올",3,3,1.0
남성·포맨,글리세린,3,3,1.0
남성·포맨,다이소듐이디티에이,2,3,0.667
남성·포맨,에틸헥실글리세린,2,3,0.667
남성·포맨,세테아릴알코올,2,3,0.667
남성·포맨,솔비탄올리베이트,2,3,0.667
남성·포맨,녹차추출물,2,3,0.667
남성·포맨,커피콩추출물,2,3,0.667
남성·포맨,소듐폴리아크릴레이트,2,3,0.667
남성·포맨,프로판다이올,2,3,0.667
남성·포맨,아시아틱애씨드,2,3,0.667
남성·포맨,마데카소사이드,2,3,0.667
남성·포맨,하이알루로닉애씨드,2,3,0.667
남성·포맨,카프릴릭/카프릭트라이글리세라이드,2,3,0.667
남성·포맨,마데카식애씨드,2,3,0.667
남성·포맨,덱스트린,2,3,0.667
남성·포맨,아시아티코사이드,2,3,0.667
남성·포맨,알란토인,2,3,0.667
남성·포맨,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,2,3,0.667
남성·포맨,폴리글리세릴-3메틸글루코오스다이스테아레이트,2,3,0.667
남성·포맨,토코페롤,2,3,0.667
남성·포맨,다이카프릴릴카보네이트,2,3,0.667
남성·포맨,하이드로제네이티드레시틴,2,3,0.667
남성·포맨,병풀추출물,1,3,0.333
남성·포맨,글라이코프로테인,1,3,0.333
남성·포맨,에틸헥실스테아레이트,1,3,0.333
남성·포맨,하이드롤라이즈드치자추출물,1,3,0.333
남성·포맨,암모늄폴리아크릴로일다이메틸타우레이트,1,3,0.333
남성·포맨,하이드롤라이즈드맥아추출물,1,3,0.333
남성·포맨,인도멀구슬나무잎추출물,1,3,0.333
남성·포맨,데실글루코사이드,1,3,0.333
남성·포맨,비닐다이메티콘,1,3,0.333
남성·포맨,인도멀구슬나무꽃추출물,1,3,0.333
남성·포맨,감자꽃추출물,1,3,0.333
남성·포맨,소나무잎추출물,1,3,0.333
남성·포맨,세테아릴올리베이트,1,3,0.333
남성·포맨,베르가모트잎추출물,1,3,0.333
남성·포맨,병풀잎추출물,1,3,0.333
남성·포맨,하이드롤라이즈드삼색제비꽃추출물,1,3,0.333
남성·포맨,오카무라큰실말추출물,1,3,0.333
남성·포맨,카프릴로일살리실릭애씨드,1,3,0.333
남성·포맨,트라이데세스-6,1,3,0.333
남성·포맨,카카오씨추출물,1,3,0.333
남성·포맨,하이드롤라이즈드하이알루로닉애씨드,1,3,0.333
남성·포맨,흰버드나무껍질추출물,1,3,0.333
남성·포맨,시트릭애씨드,1,3,0.333
남성·포맨,수크로오스스테아레이트,1,3,0.333
남성·포맨,해바라기씨오일,1,3,0.333
남성·포맨,알로에베라잎즙가루,1,3,0.333
남성·포맨,판테놀,1,3,0.333
남성·포맨,나이아신아마이드,1,3,0.333
남성·포맨,세린,1,3,0.333
남성·포맨,수크로오스트라이스테아레이트,1,3,0.333
남성·포맨,세틸팔미테이트,1,3,0.333
남성·포맨,알지닌,1,3,0.333
남성·포맨,카보머,1,3,0.333
남성·포맨,트로메타민,1,3,0.333
남성·포맨,호호바씨오일,1,3,0.333
남성·포맨,글리세릴스테아레이트,1,3,0.333
남성·포맨,스쿠알란,1,3,0.333
남성·포맨,세라마이드엔피,1,3,0.333
남성·포맨,솔비탄팔미테이트,1,3,0.333
남성·포맨,세틸알코올,1,3,0.333
남성·포맨,밤껍질추출물,1,3,0.333
남성·포맨,아스코빅애씨드,1,3,0.333
남성·포맨,C12-16알코올,1,3,0.333
남성·포맨,포도추출물,1,3,0.333
남성·포맨,베타인,1,3,0.333
남성·포맨,초피나무열매추출물,1,3,0.333
남성·포맨,글리세릴카프릴레이트,1,3,0.333
남성·포맨,솔비탄아이소스테아레이트,1,3,0.333
남성·포맨,호장근뿌리추출물,1,3,0.333
남성·포맨,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,1,3,0.333
남성·포맨,감나무잎추출물,1,3,0.333
남성·포맨,폴리쿼터늄-51,1,3,0.333
남성·포맨,치자추출물,1,3,0.333
남성·포맨,페닐트라이메티콘,1,3,0.333
남성·포맨,다이프로필렌글라이콜,1,3,0.333
남성·포맨,글리세릴글루코사이드,1,3,0.333
남성·포맨,잇꽃꽃추출물,1,3,0.333
남성·포맨,카프릴릴메티콘,1,3,0.333
남성·포맨,다이포타슘글리시리제이트,1,3,0.333
남성·포맨,팔미틱애씨드,1,3,0.333
남성·포맨,C30-45알킬세테아릴다이메티콘크로스폴리머,1,3,0.333
남성·포맨,자작나무수액,1,3,0.333
남성·포맨,쇠비름추출물,1,3,0.333
미백·잡티·톤업,"1,2-헥산다이올",23,25,0.92
미백·잡티·톤업,부틸렌글라이콜,22,25,0.88
미백·잡티·톤업,정제수,22,25,0.88
미백·잡티·톤업,글리세린,22,25,0.88
미백·잡티·톤업,아데노신,19,25,0.76
미백·잡티·톤업,나이아신아마이드,18,25,0.72
미백·잡티·톤업,세테아릴알코올,17,25,0.68
미백·잡티·톤업,하이드로제네이티드레시틴,16,25,0.64
미백·잡티·톤업,카프릴릭/카프릭트라이글리세라이드,16,25,0.64
미백·잡티·톤업,에틸헥실글리세린,15,25,0.6
미백·잡티·톤업,토코페롤,15,25,0.6
미백·잡티·톤업,다이소듐이디티에이,13,25,0.52
미백·잡티·톤업,솔비탄올리베이트,12,25,0.48
미백·잡티·톤업,세테아릴올리베이트,12,25,0.48
미백·잡티·톤업,글리세릴스테아레이트,12,25,0.48
미백·잡티·톤업,판테놀,12,25,0.48
미백·잡티·톤업,소듐하이알루로네이트,11,25,0.44
미백·잡티·톤업,잔탄검,11,25,0.44
미백·잡티·톤업,프로판다이올,11,25,0.44
미백·잡티·톤업,솔비탄아이소스테아레이트,11,25,0.44
미백·잡티·톤업,세라마이드엔피,10,25,0.4
미백·잡티·톤업,카프릴릴글라이콜,10,25,0.4
미백·잡티·톤업,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,10,25,0.4
미백·잡티·톤업,비닐다이메티콘,9,25,0.36
미백·잡티·톤업,다이프로필렌글라이콜,9,25,0.36
미백·잡티·톤업,다이메티콘,9,25,0.36
미백·잡티·톤업,카보머,9,25,0.36
미백·잡티·톤업,트로메타민,9,25,0.36
미백·잡티·톤업,베타인,8,25,0.32
미백·잡티·톤업,트라넥사믹애씨드,8,25,0.32
미백·잡티·톤업,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,8,25,0.32
미백·잡티·톤업,글루타티온,8,25,0.32
미백·잡티·톤업,스테아릭애씨드,7,25,0.28
미백·잡티·톤업,아이소노닐아이소노나노에이트,7,25,0.28
